"trial_type","trial_index","time_elapsed","internal_node_id","subject","success","timeout","failed_images","failed_audio","failed_video","rt","response","stimulus"
"html-keyboard-response",21,235805,"0.0-10.0-1.3","0p5y","","","","","","357","p","<div></div>"
"audio-keyboard-response",22,239467,"0.0-10.0-0.4","0p5y","","","","","","null","null","audio_projekt/leder1500lieder.wav"
"html-keyboard-response",23,239747,"0.0-10.0-1.4","0p5y","","","","","","279","p","<div></div>"
"audio-keyboard-response",24,243686,"0.0-10.0-0.5","0p5y","","","","","","null","null","audio_projekt/stiel1500stuhl.wav"
"html-keyboard-response",25,244227,"0.0-10.0-1.5","0p5y","","","","","","540","p","<div></div>"
"audio-keyboard-response",26,247567,"0.0-10.0-0.6","0p5y","","","","","","null","null","audio_projekt/tuer1500tuer.wav"
"html-keyboard-response",27,248257,"0.0-10.0-1.6","0p5y","","","","","","689","q","<div></div>"
"audio-keyboard-response",28,252307,"0.0-10.0-0.7","0p5y","","","","","","null","null","audio_projekt/siegel1500segel.wav"
"html-keyboard-response",29,252671,"0.0-10.0-1.7","0p5y","","","","","","364","p","<div></div>"
"audio-keyboard-response",30,256207,"0.0-10.0-0.8","0p5y","","","","","","null","null","audio_projekt/bluten1500blueten.wav"
"html-keyboard-response",31,256928,"0.0-10.0-1.8","0p5y","","","","","","720","q","<div></div>"
"audio-keyboard-response",32,260947,"0.0-10.0-0.9","0p5y","","","","","","null","null","audio_projekt/segel1500siegel.wav"
"html-keyboard-response",33,261228,"0.0-10.0-1.9","0p5y","","","","","","281","p","<div></div>"
"audio-keyboard-response",34,264586,"0.0-10.0-0.10","0p5y","","","","","","null","null","audio_projekt/tier1500tier.wav"
"html-keyboard-response",35,265422,"0.0-10.0-1.10","0p5y","","","","","","835","q","<div></div>"
"audio-keyboard-response",36,269306,"0.0-10.0-0.11","0p5y","","","","","","null","null","audio_projekt/siegel1500segel.wav"
"html-keyboard-response",37,269617,"0.0-10.0-1.11","0p5y","","","","","","311","p","<div></div>"
"audio-keyboard-response",38,273267,"0.0-10.0-0.12","0p5y","","","","","","null","null","audio_projekt/lieder1500lieder.wav"
"html-keyboard-response",39,273676,"0.0-10.0-1.12","0p5y","","","","","","409","q","<div></div>"
"audio-keyboard-response",40,277227,"0.0-10.0-0.13","0p5y","","","","","","null","null","audio_projekt/blueten1500blueten.wav"
"html-keyboard-response",41,277806,"0.0-10.0-1.13","0p5y","","","","","","579","q","<div></div>"
"audio-keyboard-response",42,281987,"0.0-10.0-0.14","0p5y","","","","","","null","null","audio_projekt/spulen1500spielen.wav"
"html-keyboard-response",43,282476,"0.0-10.0-1.14","0p5y","","","","","","489","p","<div></div>"
"audio-keyboard-response",44,286387,"0.0-10.0-0.15","0p5y","","","","","","null","null","audio_projekt/stiel1500stiel.wav"
"html-keyboard-response",45,286549,"0.0-10.0-1.15","0p5y","","","","","","162","q","<div></div>"
"audio-keyboard-response",46,290707,"0.0-10.0-0.16","0p5y","","","","","","null","null","audio_projekt/spulen1500spulen.wav"
"html-keyboard-response",47,291259,"0.0-10.0-1.16","0p5y","","","","","","551","q","<div></div>"
"audio-keyboard-response",48,294487,"0.0-10.0-0.17","0p5y","","","","","","null","null","audio_projekt/tier1500tier.wav"
"html-keyboard-response",49,294868,"0.0-10.0-1.17","0p5y","","","","","","380","q","<div></div>"
"audio-keyboard-response",50,298507,"0.0-10.0-0.18","0p5y","","","","","","null","null","audio_projekt/kuehl1500kiel.wav"
"html-keyboard-response",51,298873,"0.0-10.0-1.18","0p5y","","","","","","366","p","<div></div>"
"audio-keyboard-response",52,303037,"0.0-10.0-0.19","0p5y","","","","","","null","null","audio_projekt/spuelen1500spielen.wav"
"html-keyboard-response",53,304390,"0.0-10.0-1.19","0p5y","","","","","","1353","p","<div></div>"
"audio-keyboard-response",54,307957,"0.0-10.0-0.20","0p5y","","","","","","null","null","audio_projekt/blueten1500bluten.wav"
"html-keyboard-response",55,308731,"0.0-10.0-1.20","0p5y","","","","","","774","q","<div></div>"
"audio-keyboard-response",56,312617,"0.0-10.0-0.21","0p5y","","","","","","null","null","audio_projekt/segel1500siegel.wav"
"html-keyboard-response",57,312862,"0.0-10.0-1.21","0p5y","","","","","","245","p","<div></div>"
"audio-keyboard-response",58,316917,"0.0-10.0-0.22","0p5y","","","","","","null","null","audio_projekt/spulen1500spulen.wav"
"html-keyboard-response",59,317212,"0.0-10.0-1.22","0p5y","","","","","","295","q","<div></div>"
"audio-keyboard-response",60,320837,"0.0-10.0-0.23","0p5y","","","","","","null","null","audio_projekt/kiel1500kuehl.wav"
"html-keyboard-response",61,321203,"0.0-10.0-1.23","0p5y","","","","","","365","p","<div></div>"
"audio-keyboard-response",62,324577,"0.0-10.0-0.24","0p5y","","","","","","null","null","audio_projekt/tier1500tour.wav"
"html-keyboard-response",63,325578,"0.0-10.0-1.24","0p5y","","","","","","1000","p","<div></div>"
"audio-keyboard-response",64,329737,"0.0-10.0-0.25","0p5y","","","","","","null","null","audio_projekt/spielen1500spielen.wav"
"html-keyboard-response",65,330082,"0.0-10.0-1.25","0p5y","","","","","","345","q","<div></div>"
"audio-keyboard-response",66,333697,"0.0-10.0-0.26","0p5y","","","","","","null","null","audio_projekt/kiel1500kiel.wav"
"html-keyboard-response",67,334075,"0.0-10.0-1.26","0p5y","","","","","","377","q","<div></div>"
"audio-keyboard-response",68,337697,"0.0-10.0-0.27","0p5y","","","","","","null","null","audio_projekt/kuehl1500kuehl.wav"
"html-keyboard-response",69,338351,"0.0-10.0-1.27","0p5y","","","","","","653","q","<div></div>"
"audio-keyboard-response",70,342156,"0.0-10.0-0.28","0p5y","","","","","","null","null","audio_projekt/stiel1500stuhl.wav"
"html-keyboard-response",71,342444,"0.0-10.0-1.28","0p5y","","","","","","287","p","<div></div>"
"audio-keyboard-response",72,345877,"0.0-10.0-0.29","0p5y","","","","","","null","null","audio_projekt/blueten1500blueten.wav"
"html-keyboard-response",73,346475,"0.0-10.0-1.29","0p5y","","","","","","598","q","<div></div>"
"audio-keyboard-response",74,349897,"0.0-10.0-0.30","0p5y","","","","","","null","null","audio_projekt/bluten1500blueten.wav"
"html-keyboard-response",75,350117,"0.0-10.0-1.30","0p5y","","","","","","219","q","<div></div>"
"audio-keyboard-response",76,353477,"0.0-10.0-0.31","0p5y","","","","","","null","null","audio_projekt/tour1500tuer.wav"
"html-keyboard-response",77,353873,"0.0-10.0-1.31","0p5y","","","","","","396","p","<div></div>"
"audio-keyboard-response",78,357677,"0.0-10.0-0.32","0p5y","","","","","","null","null","audio_projekt/stuhl1500stuhl.wav"
"html-keyboard-response",79,358311,"0.0-10.0-1.32","0p5y","","","","","","634","q","<div></div>"
"audio-keyboard-response",80,362357,"0.0-10.0-0.33","0p5y","","","","","","null","null","audio_projekt/siegel1500siegel.wav"
"html-keyboard-response",81,362561,"0.0-10.0-1.33","0p5y","","","","","","204","q","<div></div>"
"audio-keyboard-response",82,366556,"0.0-10.0-0.34","0p5y","","","","","","null","null","audio_projekt/spulen1500spuelen.wav"
"html-keyboard-response",83,367601,"0.0-10.0-1.34","0p5y","","","","","","1044","p","<div></div>"
"audio-keyboard-response",84,371117,"0.0-10.0-0.35","0p5y","","","","","","null","null","audio_projekt/biene1500biene.wav"
"html-keyboard-response",85,371431,"0.0-10.0-1.35","0p5y","","","","","","314","q","<div></div>"
"audio-keyboard-response",86,374837,"0.0-10.0-0.36","0p5y","","","","","","null","null","audio_projekt/tuer1500tour.wav"
"html-keyboard-response",87,375425,"0.0-10.0-1.36","0p5y","","","","","","588","p","<div></div>"
"audio-keyboard-response",88,378937,"0.0-10.0-0.37","0p5y","","","","","","null","null","audio_projekt/buehne1500buehne.wav"
"html-keyboard-response",89,379219,"0.0-10.0-1.37","0p5y","","","","","","282","q","<div></div>"
"audio-keyboard-response",90,383237,"0.0-10.0-0.38","0p5y","","","","","","null","null","audio_projekt/spielen1500spielen.wav"
"html-keyboard-response",91,383727,"0.0-10.0-1.38","0p5y","","","","","","490","q","<div></div>"
"audio-keyboard-response",92,387597,"0.0-10.0-0.39","0p5y","","","","","","null","null","audio_projekt/siegel1500siegel.wav"
"html-keyboard-response",93,387753,"0.0-10.0-1.39","0p5y","","","","","","156","q","<div></div>"
"audio-keyboard-response",94,391957,"0.0-10.0-0.40","0p5y","","","","","","null","null","audio_projekt/spielen1500spulen.wav"
"html-keyboard-response",95,392055,"0.0-10.0-1.40","0p5y","","","","","","98","p","<div></div>"
"audio-keyboard-response",96,395417,"0.0-10.0-0.41","0p5y","","","","","","null","null","audio_projekt/biene1500biene.wav"
"html-keyboard-response",97,395867,"0.0-10.0-1.41","0p5y","","","","","","450","q","<div></div>"
"audio-keyboard-response",98,399337,"0.0-10.0-0.42","0p5y","","","","","","null","null","audio_projekt/kiel1500kuehl.wav"
"html-keyboard-response",99,400142,"0.0-10.0-1.42","0p5y","","","","","","805","p","<div></div>"
"audio-keyboard-response",100,404177,"0.0-10.0-0.43","0p5y","","","","","","null","null","audio_projekt/spielen1500spulen.wav"
"html-keyboard-response",101,404492,"0.0-10.0-1.43","0p5y","","","","","","314","p","<div></div>"
"audio-keyboard-response",102,408527,"0.0-10.0-0.44","0p5y","","","","","","null","null","audio_projekt/spulen1500spielen.wav"
"html-keyboard-response",103,408937,"0.0-10.0-1.44","0p5y","","","","","","410","p","<div></div>"
"audio-keyboard-response",104,412446,"0.0-10.0-0.45","0p5y","","","","","","null","null","audio_projekt/kuehl1500kuehl.wav"
"html-keyboard-response",105,412903,"0.0-10.0-1.45","0p5y","","","","","","456","q","<div></div>"
"audio-keyboard-response",106,416927,"0.0-10.0-0.46","0p5y","","","","","","null","null","audio_projekt/spielen1500spuelen.wav"
"html-keyboard-response",107,417103,"0.0-10.0-1.46","0p5y","","","","","","176","p","<div></div>"
"audio-keyboard-response",108,420467,"0.0-10.0-0.47","0p5y","","","","","","null","null","audio_projekt/tour1500tour.wav"
"html-keyboard-response",109,421062,"0.0-10.0-1.47","0p5y","","","","","","595","q","<div></div>"
"audio-keyboard-response",110,425106,"0.0-10.0-0.48","0p5y","","","","","","null","null","audio_projekt/segel1500segel.wav"
"html-keyboard-response",111,427816,"0.0-10.0-1.48","0p5y","","","","","","2709","q","<div></div>"
"audio-keyboard-response",112,431207,"0.0-10.0-0.49","0p5y","","","","","","null","null","audio_projekt/buehne1500buehne.wav"
"html-keyboard-response",113,432202,"0.0-10.0-1.49","0p5y","","","","","","994","q","<div></div>"
"audio-keyboard-response",114,435747,"0.0-10.0-0.50","0p5y","","","","","","null","null","audio_projekt/lieder1500lieder.wav"
"html-keyboard-response",115,436697,"0.0-10.0-1.50","0p5y","","","","","","950","q","<div></div>"
"audio-keyboard-response",116,440267,"0.0-10.0-0.51","0p5y","","","","","","null","null","audio_projekt/bluten1500bluten.wav"
"html-keyboard-response",117,441090,"0.0-10.0-1.51","0p5y","","","","","","823","q","<div></div>"
"audio-keyboard-response",118,444307,"0.0-10.0-0.52","0p5y","","","","","","null","null","audio_projekt/tour1500tour.wav"
"html-keyboard-response",119,445548,"0.0-10.0-1.52","0p5y","","","","","","1241","q","<div></div>"
"audio-keyboard-response",120,449557,"0.0-10.0-0.53","0p5y","","","","","","null","null","audio_projekt/spuelen1500spulen.wav"
"html-keyboard-response",121,449819,"0.0-10.0-1.53","0p5y","","","","","","262","q","<div></div>"
"audio-keyboard-response",122,453297,"0.0-10.0-0.54","0p5y","","","","","","null","null","audio_projekt/kuehl1500kiel.wav"
"html-keyboard-response",123,453715,"0.0-10.0-1.54","0p5y","","","","","","418","p","<div></div>"
"audio-keyboard-response",124,457557,"0.0-10.0-0.55","0p5y","","","","","","null","null","audio_projekt/spulen1500spuelen.wav"
"html-keyboard-response",125,459087,"0.0-10.0-1.55","0p5y","","","","","","1530","p","<div></div>"
"audio-keyboard-response",126,462747,"0.0-10.0-0.56","0p5y","","","","","","null","null","audio_projekt/leder1500leder.wav"
"html-keyboard-response",127,463144,"0.0-10.0-1.56","0p5y","","","","","","397","q","<div></div>"
"audio-keyboard-response",128,466367,"0.0-10.0-0.57","0p5y","","","","","","null","null","audio_projekt/tuer1500tour.wav"
"html-keyboard-response",129,466975,"0.0-10.0-1.57","0p5y","","","","","","608","p","<div></div>"
"audio-keyboard-response",130,470807,"0.0-10.0-0.58","0p5y","","","","","","null","null","audio_projekt/spuelen1500spulen.wav"
"html-keyboard-response",131,471482,"0.0-10.0-1.58","0p5y","","","","","","674","q","<div></div>"
"audio-keyboard-response",132,474967,"0.0-10.0-0.59","0p5y","","","","","","null","null","audio_projekt/kiel1500kiel.wav"
"html-keyboard-response",133,475603,"0.0-10.0-1.59","0p5y","","","","","","636","q","<div></div>"
"audio-keyboard-response",134,479607,"0.0-10.0-0.60","0p5y","","","","","","null","null","audio_projekt/spuelen1500spielen.wav"
"html-keyboard-response",135,480057,"0.0-10.0-1.60","0p5y","","","","","","450","p","<div></div>"
"audio-keyboard-response",136,483466,"0.0-10.0-0.61","0p5y","","","","","","null","null","audio_projekt/bluten1500bluten.wav"
"html-keyboard-response",137,483995,"0.0-10.0-1.61","0p5y","","","","","","528","q","<div></div>"
"audio-keyboard-response",138,487507,"0.0-10.0-0.62","0p5y","","","","","","null","null","audio_projekt/buehne1500biene.wav"
"html-keyboard-response",139,489120,"0.0-10.0-1.62","0p5y","","","","","","1613","p","<div></div>"
"audio-keyboard-response",140,492647,"0.0-10.0-0.63","0p5y","","","","","","null","null","audio_projekt/lieder1500leder.wav"
"html-keyboard-response",141,494325,"0.0-10.0-1.63","0p5y","","","","","","1678","p","<div></div>"
"audio-keyboard-response",142,497667,"0.0-10.0-0.64","0p5y","","","","","","null","null","audio_projekt/tour1500tier.wav"
"html-keyboard-response",143,499012,"0.0-10.0-1.64","0p5y","","","","","","1345","p","<div></div>"
"audio-keyboard-response",144,502887,"0.0-10.0-0.65","0p5y","","","","","","null","null","audio_projekt/segel1500segel.wav"
"html-keyboard-response",145,503775,"0.0-10.0-1.65","0p5y","","","","","","887","q","<div></div>"
"audio-keyboard-response",146,507927,"0.0-10.0-0.66","0p5y","","","","","","null","null","audio_projekt/spuelen1500spuelen.wav"
"html-keyboard-response",147,508168,"0.0-10.0-1.66","0p5y","","","","","","241","q","<div></div>"
"audio-keyboard-response",148,511407,"0.0-10.0-0.67","0p5y","","","","","","null","null","audio_projekt/tour1500tuer.wav"
"html-keyboard-response",149,513351,"0.0-10.0-1.67","0p5y","","","","","","1944","p","<div></div>"
"audio-keyboard-response",150,516567,"0.0-10.0-0.68","0p5y","","","","","","null","null","audio_projekt/tier1500tour.wav"
"html-keyboard-response",151,517354,"0.0-10.0-1.68","0p5y","","","","","","787","p","<div></div>"
"audio-keyboard-response",152,520886,"0.0-10.0-0.69","0p5y","","","","","","null","null","audio_projekt/leder1500leder.wav"
"html-keyboard-response",153,521666,"0.0-10.0-1.69","0p5y","","","","","","779","q","<div></div>"
"audio-keyboard-response",154,525067,"0.0-10.0-0.70","0p5y","","","","","","null","null","audio_projekt/blueten1500bluten.wav"
"html-keyboard-response",155,525664,"0.0-10.0-1.70","0p5y","","","","","","597","q","<div></div>"
"audio-keyboard-response",156,529667,"0.0-10.0-0.71","0p5y","","","","","","null","null","audio_projekt/spuelen1500spuelen.wav"
"html-keyboard-response",157,529937,"0.0-10.0-1.71","0p5y","","","","","","270","q","<div></div>"
"audio-keyboard-response",158,533167,"0.0-10.0-0.72","0p5y","","","","","","null","null","audio_projekt/tuer1500tuer.wav"
"html-keyboard-response",159,534300,"0.0-10.0-1.72","0p5y","","","","","","1133","q","<div></div>"
"audio-keyboard-response",160,537826,"0.0-10.0-0.73","0p5y","","","","","","null","null","audio_projekt/leder1500lieder.wav"
"html-keyboard-response",161,538456,"0.0-10.0-1.73","0p5y","","","","","","629","p","<div></div>"
"audio-keyboard-response",162,542247,"0.0-10.0-0.74","0p5y","","","","","","null","null","audio_projekt/stuhl1500stiel.wav"
"html-keyboard-response",163,543074,"0.0-10.0-1.74","0p5y","","","","","","826","p","<div></div>"
"audio-keyboard-response",164,546306,"0.0-10.0-0.75","0p5y","","","","","","null","null","audio_projekt/tour1500tier.wav"
"html-keyboard-response",165,547055,"0.0-10.0-1.75","0p5y","","","","","","748","p","<div></div>"
"audio-keyboard-response",166,550546,"0.0-10.0-0.76","0p5y","","","","","","null","null","audio_projekt/biene1500buehne.wav"
"html-keyboard-response",167,551851,"0.0-10.0-1.76","0p5y","","","","","","1304","p","<div></div>"
"audio-keyboard-response",168,555646,"0.0-10.0-0.77","0p5y","","","","","","null","null","audio_projekt/stiel1500stiel.wav"
"html-keyboard-response",169,555913,"0.0-10.0-1.77","0p5y","","","","","","266","q","<div></div>"
"audio-keyboard-response",170,559266,"0.0-10.0-0.78","0p5y","","","","","","null","null","audio_projekt/biene1500buehne.wav"
"html-keyboard-response",171,559654,"0.0-10.0-1.78","0p5y","","","","","","388","p","<div></div>"
"audio-keyboard-response",172,563026,"0.0-10.0-0.79","0p5y","","","","","","null","null","audio_projekt/buehne1500biene.wav"
"html-keyboard-response",173,563280,"0.0-10.0-1.79","0p5y","","","","","","253","p","<div></div>"
"html-keyboard-response",174,571556,"0.0-11.0","0p5y","","","","","","7461"," ","<h2>Pause</h2><div class=""myDiv""><p>Gut gemacht! Jetzt k&ouml;nnen Sie eine kleine Pause machen.</p></div><div><img src=""pics/coffee.png"" title=""Machen Sie eine Pause..."" width=""150"" height=""150"" class=""center""></div><div style=""height:20px; width:100%""></div><p>Wenn Sie bereit sind, dr&uuml;cken Sie eine beliebige Taste, um fortzufahren.</p>"
"html-keyboard-response",175,580314,"0.0-12.0","0p5y","","","","","","8758"," ","<h2>Teil 2: Identifikationsaufgabe: Vorbereitung 1</h2><div class=""myDiv""><p>In diesem Teil des Experimentes werden Sie nur ein Wort h&ouml;ren. </p><p>Anschlie&szlig;end werden zwei Bilder gezeigt. W&auml;hlen Sie das Bild aus, das das Wort darstellt.</p><p>Bevor die Aufgabe beginnt, werden die Bilder mit den entsprechenden W&ouml;rtern angezeigt. Sie werden jedes Bild zweimal sehen.</p><p>Dr&uuml;cken Sie bitte eine beliebige Taste, um die Bilder zu sehen.</p>"
"audio-button-response",176,583803,"0.0-13.0-0.0-0.0","0p5y","","","","","","3403","0","audio_projekt/blueten.wav"
"audio-button-response",177,586420,"0.0-13.0-0.0-0.1","0p5y","","","","","","2535","0","audio_projekt/beten1.wav"
"audio-button-response",178,588119,"0.0-13.0-0.0-0.2","0p5y","","","","","","1620","0","audio_projekt/tuer.wav"
"audio-button-response",179,590735,"0.0-13.0-0.0-0.3","0p5y","","","","","","2524","0","audio_projekt/bluten.wav"
"audio-button-response",180,592602,"0.0-13.0-0.0-0.4","0p5y","","","","","","1783","0","audio_projekt/buehne.wav"
"audio-button-response",181,594667,"0.0-13.0-0.0-0.5","0p5y","","","","","","1969","0","audio_projekt/leder.wav"
"audio-button-response",182,596965,"0.0-13.0-0.0-0.6","0p5y","","","","","","2188","0","audio_projekt/bieten1.wav"
"audio-button-response",183,599295,"0.0-13.0-0.0-0.7","0p5y","","","","","","2221","0","audio_projekt/spulen.wav"
"audio-button-response",184,602129,"0.0-13.0-0.0-0.8","0p5y","","","","","","2691","0","audio_projekt/biene.wav"
"audio-button-response",185,604291,"0.0-13.0-0.0-0.9","0p5y","","","","","","2032","0","audio_projekt/segel.wav"
"audio-button-response",186,606652,"0.0-13.0-0.0-0.10","0p5y","","","","","","2217","0","audio_projekt/stuhl.wav"
"audio-button-response",187,608306,"0.0-13.0-0.0-0.11","0p5y","","","","","","1508","0","audio_projekt/tier.wav"
"audio-button-response",188,610344,"0.0-13.0-0.0-0.12","0p5y","","","","","","1915","0","audio_projekt/treffen2.wav"
"audio-button-response",189,612531,"0.0-13.0-0.0-0.13","0p5y","","","","","","2046","0","audio_projekt/stiel.wav"
"audio-button-response",190,614453,"0.0-13.0-0.0-0.14","0p5y","","","","","","1816","0","audio_projekt/siegel.wav"
"audio-button-response",191,616136,"0.0-13.0-0.0-0.15","0p5y","","","","","","1570","0","audio_projekt/tour.wav"
"audio-button-response",192,617900,"0.0-13.0-0.0-0.16","0p5y","","","","","","1667","0","audio_projekt/lieder.wav"
"audio-button-response",193,619848,"0.0-13.0-0.0-0.17","0p5y","","","","","","1854","0","audio_projekt/spuelen2.wav"
"audio-button-response",194,622651,"0.0-13.0-0.0-0.18","0p5y","","","","","","2721","0","audio_projekt/kiel.wav"
"audio-button-response",195,624848,"0.0-13.0-0.0-0.19","0p5y","","","","","","2104","0","audio_projekt/kuehl.wav"
"audio-button-response",196,627044,"0.0-13.0-0.0-0.20","0p5y","","","","","","2110","0","audio_projekt/spielen2.wav"
"audio-button-response",197,629075,"0.0-13.0-0.0-0.21","0p5y","","","","","","1946","0","audio_projekt/triefen1.wav"
"audio-button-response",198,631981,"0.0-13.0-0.1-0.22","0p5y","","","","","","2904","0","audio_projekt/blueten.wav"
"audio-button-response",199,635899,"0.0-13.0-0.1-0.23","0p5y","","","","","","3917","0","audio_projekt/beten1.wav"
"audio-button-response",200,638344,"0.0-13.0-0.1-0.24","0p5y","","","","","","2444","0","audio_projekt/tuer.wav"
"audio-button-response",201,640960,"0.0-13.0-0.1-0.25","0p5y","","","","","","2616","0","audio_projekt/bluten.wav"
"audio-button-response",202,643617,"0.0-13.0-0.1-0.26","0p5y","","","","","","2656","0","audio_projekt/buehne.wav"
"audio-button-response",203,646068,"0.0-13.0-0.1-0.27","0p5y","","","","","","2450","0","audio_projekt/leder.wav"
"audio-button-response",204,647977,"0.0-13.0-0.1-0.28","0p5y","","","","","","1909","0","audio_projekt/bieten1.wav"
"audio-button-response",205,650684,"0.0-13.0-0.1-0.29","0p5y","","","","","","2706","0","audio_projekt/spulen.wav"
"audio-button-response",206,653333,"0.0-13.0-0.1-0.30","0p5y","","","","","","2648","0","audio_projekt/biene.wav"
"audio-button-response",207,656712,"0.0-13.0-0.1-0.31","0p5y","","","","","","3379","0","audio_projekt/segel.wav"
"audio-button-response",208,660457,"0.0-13.0-0.1-0.32","0p5y","","","","","","3744","0","audio_projekt/stuhl.wav"
"audio-button-response",209,663539,"0.0-13.0-0.1-0.33","0p5y","","","","","","3080","0","audio_projekt/tier.wav"
"audio-button-response",210,665538,"0.0-13.0-0.1-0.34","0p5y","","","","","","1998","0","audio_projekt/treffen2.wav"
"audio-button-response",211,667606,"0.0-13.0-0.1-0.35","0p5y","","","","","","2067","0","audio_projekt/stiel.wav"
"audio-button-response",212,669085,"0.0-13.0-0.1-0.36","0p5y","","","","","","1479","0","audio_projekt/siegel.wav"
"audio-button-response",213,671043,"0.0-13.0-0.1-0.37","0p5y","","","","","","1956","0","audio_projekt/tour.wav"
"audio-button-response",214,673744,"0.0-13.0-0.1-0.38","0p5y","","","","","","2701","0","audio_projekt/lieder.wav"
"audio-button-response",215,676673,"0.0-13.0-0.1-0.39","0p5y","","","","","","2928","0","audio_projekt/spuelen2.wav"
