"trial_type","trial_index","time_elapsed","internal_node_id","subject","success","timeout","failed_images","failed_audio","failed_video","rt","response","stimulus"
"html-keyboard-response","59","251793","0.0-10.0-1.22","71wt","","","","","","184","q","<div></div>"
"audio-keyboard-response","60","255178","0.0-10.0-0.23","71wt","","","","","","null","null","audio_projekt/tier1500tier.wav"
"html-keyboard-response","61","255525","0.0-10.0-1.23","71wt","","","","","","347","q","<div></div>"
"audio-keyboard-response","62","259057","0.0-10.0-0.24","71wt","","","","","","null","null","audio_projekt/leder1500leder.wav"
"html-keyboard-response","63","259334","0.0-10.0-1.24","71wt","","","","","","278","q","<div></div>"
"audio-keyboard-response","64","263466","0.0-10.0-0.25","71wt","","","","","","null","null","audio_projekt/spuelen1500spielen.wav"
"html-keyboard-response","65","263606","0.0-10.0-1.25","71wt","","","","","","141","p","<div></div>"
"audio-keyboard-response","66","267745","0.0-10.0-0.26","71wt","","","","","","null","null","audio_projekt/spielen1500spulen.wav"
"html-keyboard-response","67","267870","0.0-10.0-1.26","71wt","","","","","","125","p","<div></div>"
"audio-keyboard-response","68","271303","0.0-10.0-0.27","71wt","","","","","","null","null","audio_projekt/biene1500biene.wav"
"html-keyboard-response","69","271503","0.0-10.0-1.27","71wt","","","","","","199","q","<div></div>"
"audio-keyboard-response","70","275542","0.0-10.0-0.28","71wt","","","","","","null","null","audio_projekt/spielen1500spulen.wav"
"html-keyboard-response","71","276690","0.0-10.0-1.28","71wt","","","","","","1148","p","<div></div>"
"audio-keyboard-response","72","280722","0.0-10.0-0.29","71wt","","","","","","null","null","audio_projekt/segel1500siegel.wav"
"html-keyboard-response","73","281993","0.0-10.0-1.29","71wt","","","","","","1270","q","<div></div>"
"audio-keyboard-response","74","285422","0.0-10.0-0.30","71wt","","","","","","null","null","audio_projekt/blueten1500bluten.wav"
"html-keyboard-response","75","285754","0.0-10.0-1.30","71wt","","","","","","333","p","<div></div>"
"audio-keyboard-response","76","289367","0.0-10.0-0.31","71wt","","","","","","null","null","audio_projekt/kuehl1500kuehl.wav"
"html-keyboard-response","77","289959","0.0-10.0-1.31","71wt","","","","","","591","q","<div></div>"
"audio-keyboard-response","78","293760","0.0-10.0-0.32","71wt","","","","","","null","null","audio_projekt/stuhl1500stiel.wav"
"html-keyboard-response","79","294458","0.0-10.0-1.32","71wt","","","","","","696","p","<div></div>"
"audio-keyboard-response","80","297967","0.0-10.0-0.33","71wt","","","","","","null","null","audio_projekt/buehne1500buehne.wav"
"html-keyboard-response","81","298431","0.0-10.0-1.33","71wt","","","","","","463","q","<div></div>"
"audio-keyboard-response","82","301880","0.0-10.0-0.34","71wt","","","","","","null","null","audio_projekt/buehne1500buehne.wav"
"html-keyboard-response","83","302191","0.0-10.0-1.34","71wt","","","","","","311","q","<div></div>"
"audio-keyboard-response","84","305723","0.0-10.0-0.35","71wt","","","","","","null","null","audio_projekt/lieder1500leder.wav"
"html-keyboard-response","85","306282","0.0-10.0-1.35","71wt","","","","","","558","p","<div></div>"
"audio-keyboard-response","86","309655","0.0-10.0-0.36","71wt","","","","","","null","null","audio_projekt/tour1500tuer.wav"
"html-keyboard-response","87","310363","0.0-10.0-1.36","71wt","","","","","","707","p","<div></div>"
"audio-keyboard-response","88","314361","0.0-10.0-0.37","71wt","","","","","","null","null","audio_projekt/spielen1500spielen.wav"
"html-keyboard-response","89","314612","0.0-10.0-1.37","71wt","","","","","","249","q","<div></div>"
"audio-keyboard-response","90","318218","0.0-10.0-0.38","71wt","","","","","","null","null","audio_projekt/lieder1500lieder.wav"
"html-keyboard-response","91","318897","0.0-10.0-1.38","71wt","","","","","","677","q","<div></div>"
"audio-keyboard-response","92","322380","0.0-10.0-0.39","71wt","","","","","","null","null","audio_projekt/kiel1500kuehl.wav"
"html-keyboard-response","93","322487","0.0-10.0-1.39","71wt","","","","","","107","p","<div></div>"
"audio-keyboard-response","94","326158","0.0-10.0-0.40","71wt","","","","","","null","null","audio_projekt/leder1500lieder.wav"
"html-keyboard-response","95","326630","0.0-10.0-1.40","71wt","","","","","","470","p","<div></div>"
"audio-keyboard-response","96","330588","0.0-10.0-0.41","71wt","","","","","","null","null","audio_projekt/stiel1500stuhl.wav"
"html-keyboard-response","97","331133","0.0-10.0-1.41","71wt","","","","","","546","p","<div></div>"
"audio-keyboard-response","98","334381","0.0-10.0-0.42","71wt","","","","","","null","null","audio_projekt/tier1500tier.wav"
"html-keyboard-response","99","334796","0.0-10.0-1.42","71wt","","","","","","415","q","<div></div>"
"audio-keyboard-response","100","338593","0.0-10.0-0.43","71wt","","","","","","null","null","audio_projekt/stiel1500stuhl.wav"
"html-keyboard-response","101","338844","0.0-10.0-1.43","71wt","","","","","","251","p","<div></div>"
"audio-keyboard-response","102","342433","0.0-10.0-0.44","71wt","","","","","","null","null","audio_projekt/bluten1500blueten.wav"
"html-keyboard-response","103","343187","0.0-10.0-1.44","71wt","","","","","","754","p","<div></div>"
"audio-keyboard-response","104","347358","0.0-10.0-0.45","71wt","","","","","","null","null","audio_projekt/spuelen1500spuelen.wav"
"html-keyboard-response","105","347923","0.0-10.0-1.45","71wt","","","","","","564","q","<div></div>"
"audio-keyboard-response","106","351452","0.0-10.0-0.46","71wt","","","","","","null","null","audio_projekt/lieder1500lieder.wav"
"html-keyboard-response","107","352546","0.0-10.0-1.46","71wt","","","","","","1093","q","<div></div>"
"audio-keyboard-response","108","355796","0.0-10.0-0.47","71wt","","","","","","null","null","audio_projekt/tour1500tier.wav"
"html-keyboard-response","109","356071","0.0-10.0-1.47","71wt","","","","","","274","p","<div></div>"
"audio-keyboard-response","110","359310","0.0-10.0-0.48","71wt","","","","","","null","null","audio_projekt/tuer1500tuer.wav"
"html-keyboard-response","111","359664","0.0-10.0-1.48","71wt","","","","","","354","q","<div></div>"
"audio-keyboard-response","112","363501","0.0-10.0-0.49","71wt","","","","","","null","null","audio_projekt/spulen1500spuelen.wav"
"html-keyboard-response","113","364034","0.0-10.0-1.49","71wt","","","","","","533","p","<div></div>"
"audio-keyboard-response","114","367829","0.0-10.0-0.50","71wt","","","","","","null","null","audio_projekt/stiel1500stiel.wav"
"html-keyboard-response","115","368258","0.0-10.0-1.50","71wt","","","","","","428","q","<div></div>"
"audio-keyboard-response","116","371796","0.0-10.0-0.51","71wt","","","","","","null","null","audio_projekt/leder1500lieder.wav"
"html-keyboard-response","117","372250","0.0-10.0-1.51","71wt","","","","","","453","p","<div></div>"
"audio-keyboard-response","118","375675","0.0-10.0-0.52","71wt","","","","","","null","null","audio_projekt/bluten1500blueten.wav"
"html-keyboard-response","119","376344","0.0-10.0-1.52","71wt","","","","","","668","p","<div></div>"
"audio-keyboard-response","120","379719","0.0-10.0-0.53","71wt","","","","","","null","null","audio_projekt/biene1500biene.wav"
"html-keyboard-response","121","380040","0.0-10.0-1.53","71wt","","","","","","322","q","<div></div>"
"audio-keyboard-response","122","383281","0.0-10.0-0.54","71wt","","","","","","null","null","audio_projekt/tour1500tour.wav"
"html-keyboard-response","123","383737","0.0-10.0-1.54","71wt","","","","","","456","q","<div></div>"
"audio-keyboard-response","124","387114","0.0-10.0-0.55","71wt","","","","","","null","null","audio_projekt/biene1500buehne.wav"
"html-keyboard-response","125","387896","0.0-10.0-1.55","71wt","","","","","","781","p","<div></div>"
"audio-keyboard-response","126","391759","0.0-10.0-0.56","71wt","","","","","","null","null","audio_projekt/stuhl1500stuhl.wav"
"html-keyboard-response","127","392345","0.0-10.0-1.56","71wt","","","","","","586","q","<div></div>"
"audio-keyboard-response","128","395752","0.0-10.0-0.57","71wt","","","","","","null","null","audio_projekt/tier1500tour.wav"
"html-keyboard-response","129","396676","0.0-10.0-1.57","71wt","","","","","","925","p","<div></div>"
"audio-keyboard-response","130","400215","0.0-10.0-0.58","71wt","","","","","","null","null","audio_projekt/bluten1500bluten.wav"
"html-keyboard-response","131","400554","0.0-10.0-1.58","71wt","","","","","","339","q","<div></div>"
"audio-keyboard-response","132","403794","0.0-10.0-0.59","71wt","","","","","","null","null","audio_projekt/tier1500tour.wav"
"html-keyboard-response","133","404567","0.0-10.0-1.59","71wt","","","","","","772","p","<div></div>"
"audio-keyboard-response","134","408565","0.0-10.0-0.60","71wt","","","","","","null","null","audio_projekt/spielen1500spuelen.wav"
"html-keyboard-response","135","410217","0.0-10.0-1.60","71wt","","","","","","1653","p","<div></div>"
"audio-keyboard-response","136","413649","0.0-10.0-0.61","71wt","","","","","","null","null","audio_projekt/tuer1500tour.wav"
"html-keyboard-response","137","414520","0.0-10.0-1.61","71wt","","","","","","870","p","<div></div>"
"audio-keyboard-response","138","418500","0.0-10.0-0.62","71wt","","","","","","null","null","audio_projekt/blueten1500blueten.wav"
"html-keyboard-response","139","418799","0.0-10.0-1.62","71wt","","","","","","298","q","<div></div>"
"audio-keyboard-response","140","422684","0.0-10.0-0.63","71wt","","","","","","null","null","audio_projekt/siegel1500siegel.wav"
"html-keyboard-response","141","423533","0.0-10.0-1.63","71wt","","","","","","849","q","<div></div>"
"audio-keyboard-response","142","427588","0.0-10.0-0.64","71wt","","","","","","null","null","audio_projekt/spulen1500spulen.wav"
"html-keyboard-response","143","427875","0.0-10.0-1.64","71wt","","","","","","287","q","<div></div>"
"audio-keyboard-response","144","431301","0.0-10.0-0.65","71wt","","","","","","null","null","audio_projekt/bluten1500bluten.wav"
"html-keyboard-response","145","432103","0.0-10.0-1.65","71wt","","","","","","801","q","<div></div>"
"audio-keyboard-response","146","435985","0.0-10.0-0.66","71wt","","","","","","null","null","audio_projekt/siegel1500segel.wav"
"html-keyboard-response","147","437225","0.0-10.0-1.66","71wt","","","","","","1240","p","<div></div>"
"audio-keyboard-response","148","440476","0.0-10.0-0.67","71wt","","","","","","null","null","audio_projekt/tour1500tuer.wav"
"html-keyboard-response","149","440786","0.0-10.0-1.67","71wt","","","","","","309","p","<div></div>"
"audio-keyboard-response","150","444672","0.0-10.0-0.68","71wt","","","","","","null","null","audio_projekt/segel1500siegel.wav"
"html-keyboard-response","151","445085","0.0-10.0-1.68","71wt","","","","","","413","p","<div></div>"
"audio-keyboard-response","152","449091","0.0-10.0-0.69","71wt","","","","","","null","null","audio_projekt/spuelen1500spuelen.wav"
"html-keyboard-response","153","449790","0.0-10.0-1.69","71wt","","","","","","698","q","<div></div>"
"audio-keyboard-response","154","453283","0.0-10.0-0.70","71wt","","","","","","null","null","audio_projekt/kuehl1500kuehl.wav"
"html-keyboard-response","155","453705","0.0-10.0-1.70","71wt","","","","","","422","q","<div></div>"
"audio-keyboard-response","156","457130","0.0-10.0-0.71","71wt","","","","","","null","null","audio_projekt/blueten1500blueten.wav"
"html-keyboard-response","157","457653","0.0-10.0-1.71","71wt","","","","","","522","q","<div></div>"
"audio-keyboard-response","158","461649","0.0-10.0-0.72","71wt","","","","","","null","null","audio_projekt/spuelen1500spielen.wav"
"html-keyboard-response","159","461863","0.0-10.0-1.72","71wt","","","","","","214","p","<div></div>"
"audio-keyboard-response","160","465233","0.0-10.0-0.73","71wt","","","","","","null","null","audio_projekt/buehne1500biene.wav"
"html-keyboard-response","161","465873","0.0-10.0-1.73","71wt","","","","","","640","p","<div></div>"
"audio-keyboard-response","162","469362","0.0-10.0-0.74","71wt","","","","","","null","null","audio_projekt/kuehl1500kiel.wav"
"html-keyboard-response","163","469804","0.0-10.0-1.74","71wt","","","","","","440","p","<div></div>"
"audio-keyboard-response","164","474012","0.0-10.0-0.75","71wt","","","","","","null","null","audio_projekt/spulen1500spielen.wav"
"html-keyboard-response","165","474546","0.0-10.0-1.75","71wt","","","","","","533","p","<div></div>"
"audio-keyboard-response","166","478545","0.0-10.0-0.76","71wt","","","","","","null","null","audio_projekt/kiel1500kiel.wav"
"html-keyboard-response","167","478898","0.0-10.0-1.76","71wt","","","","","","353","q","<div></div>"
"audio-keyboard-response","168","482391","0.0-10.0-0.77","71wt","","","","","","null","null","audio_projekt/kiel1500kiel.wav"
"html-keyboard-response","169","482631","0.0-10.0-1.77","71wt","","","","","","240","q","<div></div>"
"audio-keyboard-response","170","486684","0.0-10.0-0.78","71wt","","","","","","null","null","audio_projekt/spulen1500spielen.wav"
"html-keyboard-response","171","486747","0.0-10.0-1.78","71wt","","","","","","62","p","<div></div>"
"audio-keyboard-response","172","489984","0.0-10.0-0.79","71wt","","","","","","null","null","audio_projekt/tuer1500tour.wav"
"html-keyboard-response","173","490346","0.0-10.0-1.79","71wt","","","","","","363","p","<div></div>"
"html-keyboard-response","174","501616","0.0-11.0","71wt","","","","","","10461","p","<h2>Pause</h2><div class=""myDiv""><p>Gut gemacht! Jetzt k&ouml;nnen Sie eine kleine Pause machen.</p></div><div><img src=""pics/coffee.png"" title=""Machen Sie eine Pause..."" width=""150"" height=""150"" class=""center""></div><div style=""height:20px; width:100%""></div><p>Wenn Sie bereit sind, dr&uuml;cken Sie eine beliebige Taste, um fortzufahren.</p>"
"html-keyboard-response","175","506167","0.0-12.0","71wt","","","","","","4551","p","<h2>Teil 2: Identifikationsaufgabe: Vorbereitung 1</h2><div class=""myDiv""><p>In diesem Teil des Experimentes werden Sie nur ein Wort h&ouml;ren. </p><p>Anschlie&szlig;end werden zwei Bilder gezeigt. W&auml;hlen Sie das Bild aus, das das Wort darstellt.</p><p>Bevor die Aufgabe beginnt, werden die Bilder mit den entsprechenden W&ouml;rtern angezeigt. Sie werden jedes Bild zweimal sehen.</p><p>Dr&uuml;cken Sie bitte eine beliebige Taste, um die Bilder zu sehen.</p>"
"audio-button-response","176","512174","0.0-13.0-0.0-0.0","71wt","","","","","","5856","0","audio_projekt/blueten.wav"
"audio-button-response","177","515429","0.0-13.0-0.0-0.1","71wt","","","","","","3169","0","audio_projekt/beten1.wav"
"audio-button-response","178","516889","0.0-13.0-0.0-0.2","71wt","","","","","","1371","0","audio_projekt/tuer.wav"
"audio-button-response","179","518294","0.0-13.0-0.0-0.3","71wt","","","","","","1307","0","audio_projekt/bluten.wav"
"audio-button-response","180","519523","0.0-13.0-0.0-0.4","71wt","","","","","","1121","0","audio_projekt/buehne.wav"
"audio-button-response","181","520663","0.0-13.0-0.0-0.5","71wt","","","","","","1046","0","audio_projekt/leder.wav"
"audio-button-response","182","522536","0.0-13.0-0.0-0.6","71wt","","","","","","1796","0","audio_projekt/bieten1.wav"
"audio-button-response","183","523647","0.0-13.0-0.0-0.7","71wt","","","","","","1038","0","audio_projekt/spulen.wav"
"audio-button-response","184","524809","0.0-13.0-0.0-0.8","71wt","","","","","","1083","0","audio_projekt/biene.wav"
"audio-button-response","185","526200","0.0-13.0-0.0-0.9","71wt","","","","","","1276","0","audio_projekt/segel.wav"
"audio-button-response","186","527186","0.0-13.0-0.0-0.10","71wt","","","","","","914","0","audio_projekt/stuhl.wav"
"audio-button-response","187","528871","0.0-13.0-0.0-0.11","71wt","","","","","","1634","0","audio_projekt/tier.wav"
"audio-button-response","188","530116","0.0-13.0-0.0-0.12","71wt","","","","","","1117","0","audio_projekt/treffen2.wav"
"audio-button-response","189","532445","0.0-13.0-0.0-0.13","71wt","","","","","","2259","0","audio_projekt/stiel.wav"
"audio-button-response","190","534139","0.0-13.0-0.0-0.14","71wt","","","","","","1540","0","audio_projekt/siegel.wav"
"audio-button-response","191","535139","0.0-13.0-0.0-0.15","71wt","","","","","","947","0","audio_projekt/tour.wav"
"audio-button-response","192","537146","0.0-13.0-0.0-0.16","71wt","","","","","","1857","0","audio_projekt/lieder.wav"
"audio-button-response","193","538797","0.0-13.0-0.0-0.17","71wt","","","","","","1578","0","audio_projekt/spuelen2.wav"
"audio-button-response","194","540056","0.0-13.0-0.0-0.18","71wt","","","","","","1187","0","audio_projekt/kiel.wav"
"audio-button-response","195","541134","0.0-13.0-0.0-0.19","71wt","","","","","","983","0","audio_projekt/kuehl.wav"
"audio-button-response","196","542624","0.0-13.0-0.0-0.20","71wt","","","","","","1333","0","audio_projekt/spielen2.wav"
"audio-button-response","197","544339","0.0-13.0-0.0-0.21","71wt","","","","","","1595","0","audio_projekt/triefen1.wav"
"audio-button-response","198","545428","0.0-13.0-0.1-0.22","71wt","","","","","","1089","0","audio_projekt/blueten.wav"
"audio-button-response","199","547298","0.0-13.0-0.1-0.23","71wt","","","","","","1869","0","audio_projekt/beten1.wav"
"audio-button-response","200","548865","0.0-13.0-0.1-0.24","71wt","","","","","","1565","0","audio_projekt/tuer.wav"
"audio-button-response","201","549991","0.0-13.0-0.1-0.25","71wt","","","","","","1125","0","audio_projekt/bluten.wav"
"audio-button-response","202","550970","0.0-13.0-0.1-0.26","71wt","","","","","","978","0","audio_projekt/buehne.wav"
"audio-button-response","203","551720","0.0-13.0-0.1-0.27","71wt","","","","","","749","0","audio_projekt/leder.wav"
"audio-button-response","204","552554","0.0-13.0-0.1-0.28","71wt","","","","","","832","0","audio_projekt/bieten1.wav"
"audio-button-response","205","553560","0.0-13.0-0.1-0.29","71wt","","","","","","1006","0","audio_projekt/spulen.wav"
"audio-button-response","206","554350","0.0-13.0-0.1-0.30","71wt","","","","","","789","0","audio_projekt/biene.wav"
"audio-button-response","207","555253","0.0-13.0-0.1-0.31","71wt","","","","","","901","0","audio_projekt/segel.wav"
"audio-button-response","208","556085","0.0-13.0-0.1-0.32","71wt","","","","","","832","0","audio_projekt/stuhl.wav"
"audio-button-response","209","556849","0.0-13.0-0.1-0.33","71wt","","","","","","762","0","audio_projekt/tier.wav"
"audio-button-response","210","557534","0.0-13.0-0.1-0.34","71wt","","","","","","685","0","audio_projekt/treffen2.wav"
"audio-button-response","211","558233","0.0-13.0-0.1-0.35","71wt","","","","","","699","0","audio_projekt/stiel.wav"
"audio-button-response","212","559032","0.0-13.0-0.1-0.36","71wt","","","","","","797","0","audio_projekt/siegel.wav"
"audio-button-response","213","559711","0.0-13.0-0.1-0.37","71wt","","","","","","679","0","audio_projekt/tour.wav"
"audio-button-response","214","560439","0.0-13.0-0.1-0.38","71wt","","","","","","727","0","audio_projekt/lieder.wav"
"audio-button-response","215","561229","0.0-13.0-0.1-0.39","71wt","","","","","","789","0","audio_projekt/spuelen2.wav"
"audio-button-response","216","561859","0.0-13.0-0.1-0.40","71wt","","","","","","628","0","audio_projekt/kiel.wav"
"audio-button-response","217","562412","0.0-13.0-0.1-0.41","71wt","","","","","","552","0","audio_projekt/kuehl.wav"
"audio-button-response","218","563007","0.0-13.0-0.1-0.42","71wt","","","","","","594","0","audio_projekt/spielen2.wav"
"audio-button-response","219","563609","0.0-13.0-0.1-0.43","71wt","","","","","","601","0","audio_projekt/triefen1.wav"
