"trial_type","trial_index","time_elapsed","internal_node_id","subject","success","timeout","failed_images","failed_audio","failed_video","rt","response","stimulus"
"html-keyboard-response","10","214186","0.0-8.0-1.0","0pan","","","","","","768","p","<div></div>"
"audio-keyboard-response","11","218316","0.0-8.0-0.1","0pan","","","","","","null","null","audio_projekt/treffen1500treffen.wav"
"html-keyboard-response","12","218888","0.0-8.0-1.1","0pan","","","","","","570","q","<div></div>"
"html-keyboard-response","13","223242","0.0-9.0","0pan","","","","","","3552","q","<p>Gut! Jetzt f&auml;ngt der erste Teil des Experiments an. Dieser Teil dauert ca. 10 Minuten.</p><br><p>Bitte dr&uuml;cken Sie eine beliebige Taste, um fortzufahren.<div style=""height:30px; width:100%""></div>"
"audio-keyboard-response","14","226115","0.0-10.0-0.0","0pan","","","","","","null","null","audio_projekt/tuer1500tuer.wav"
"html-keyboard-response","15","226548","0.0-10.0-1.0","0pan","","","","","","431","q","<div></div>"
"audio-keyboard-response","16","230995","0.0-10.0-0.1","0pan","","","","","","null","null","audio_projekt/spuelen1500spielen.wav"
"html-keyboard-response","17","231409","0.0-10.0-1.1","0pan","","","","","","412","p","<div></div>"
"audio-keyboard-response","18","235336","0.0-10.0-0.2","0pan","","","","","","null","null","audio_projekt/kiel1500kiel.wav"
"html-keyboard-response","19","235627","0.0-10.0-1.2","0pan","","","","","","289","q","<div></div>"
"audio-keyboard-response","20","240156","0.0-10.0-0.3","0pan","","","","","","null","null","audio_projekt/spielen1500spulen.wav"
"html-keyboard-response","21","240419","0.0-10.0-1.3","0pan","","","","","","260","p","<div></div>"
"audio-keyboard-response","22","244115","0.0-10.0-0.4","0pan","","","","","","null","null","audio_projekt/tour1500tier.wav"
"html-keyboard-response","23","244773","0.0-10.0-1.4","0pan","","","","","","656","p","<div></div>"
"audio-keyboard-response","24","248655","0.0-10.0-0.5","0pan","","","","","","null","null","audio_projekt/bluten1500blueten.wav"
"html-keyboard-response","25","249587","0.0-10.0-1.5","0pan","","","","","","930","p","<div></div>"
"audio-keyboard-response","26","253915","0.0-10.0-0.6","0pan","","","","","","null","null","audio_projekt/segel1500siegel.wav"
"html-keyboard-response","27","254323","0.0-10.0-1.6","0pan","","","","","","406","p","<div></div>"
"audio-keyboard-response","28","258775","0.0-10.0-0.7","0pan","","","","","","null","null","audio_projekt/spuelen1500spuelen.wav"
"html-keyboard-response","29","259521","0.0-10.0-1.7","0pan","","","","","","743","q","<div></div>"
"audio-keyboard-response","30","263974","0.0-10.0-0.8","0pan","","","","","","null","null","audio_projekt/spielen1500spuelen.wav"
"html-keyboard-response","31","264313","0.0-10.0-1.8","0pan","","","","","","336","p","<div></div>"
"audio-keyboard-response","32","268134","0.0-10.0-0.9","0pan","","","","","","null","null","audio_projekt/biene1500buehne.wav"
"html-keyboard-response","33","268496","0.0-10.0-1.9","0pan","","","","","","361","p","<div></div>"
"audio-keyboard-response","34","272035","0.0-10.0-0.10","0pan","","","","","","null","null","audio_projekt/tuer1500tuer.wav"
"html-keyboard-response","35","272321","0.0-10.0-1.10","0pan","","","","","","283","q","<div></div>"
"audio-keyboard-response","36","276293","0.0-10.0-0.11","0pan","","","","","","null","null","audio_projekt/lieder1500lieder.wav"
"html-keyboard-response","37","276698","0.0-10.0-1.11","0pan","","","","","","403","q","<div></div>"
"audio-keyboard-response","38","280993","0.0-10.0-0.12","0pan","","","","","","null","null","audio_projekt/spielen1500spuelen.wav"
"html-keyboard-response","39","281242","0.0-10.0-1.12","0pan","","","","","","246","p","<div></div>"
"audio-keyboard-response","40","284913","0.0-10.0-0.13","0pan","","","","","","null","null","audio_projekt/tour1500tour.wav"
"html-keyboard-response","41","285326","0.0-10.0-1.13","0pan","","","","","","411","q","<div></div>"
"audio-keyboard-response","42","289674","0.0-10.0-0.14","0pan","","","","","","null","null","audio_projekt/siegel1500segel.wav"
"html-keyboard-response","43","289950","0.0-10.0-1.14","0pan","","","","","","273","p","<div></div>"
"audio-keyboard-response","44","293754","0.0-10.0-0.15","0pan","","","","","","null","null","audio_projekt/buehne1500biene.wav"
"html-keyboard-response","45","294112","0.0-10.0-1.15","0pan","","","","","","356","p","<div></div>"
"audio-keyboard-response","46","297933","0.0-10.0-0.16","0pan","","","","","","null","null","audio_projekt/buehne1500buehne.wav"
"html-keyboard-response","47","297992","0.0-10.0-1.16","0pan","","","","","","57","q","<div></div>"
"audio-keyboard-response","48","302353","0.0-10.0-0.17","0pan","","","","","","null","null","audio_projekt/siegel1500siegel.wav"
"html-keyboard-response","49","302449","0.0-10.0-1.17","0pan","","","","","","94","q","<div></div>"
"audio-keyboard-response","50","306313","0.0-10.0-0.18","0pan","","","","","","null","null","audio_projekt/blueten1500bluten.wav"
"html-keyboard-response","51","307026","0.0-10.0-1.18","0pan","","","","","","710","q","<div></div>"
"audio-keyboard-response","52","311374","0.0-10.0-0.19","0pan","","","","","","null","null","audio_projekt/segel1500segel.wav"
"html-keyboard-response","53","311458","0.0-10.0-1.19","0pan","","","","","","83","q","<div></div>"
"audio-keyboard-response","54","315692","0.0-10.0-0.20","0pan","","","","","","null","null","audio_projekt/stiel1500stiel.wav"
"html-keyboard-response","55","315923","0.0-10.0-1.20","0pan","","","","","","229","q","<div></div>"
"audio-keyboard-response","56","319852","0.0-10.0-0.21","0pan","","","","","","null","null","audio_projekt/kuehl1500kuehl.wav"
"html-keyboard-response","57","319987","0.0-10.0-1.21","0pan","","","","","","133","q","<div></div>"
"audio-keyboard-response","58","323972","0.0-10.0-0.22","0pan","","","","","","null","null","audio_projekt/leder1500lieder.wav"
"html-keyboard-response","59","324136","0.0-10.0-1.22","0pan","","","","","","162","p","<div></div>"
"audio-keyboard-response","60","328451","0.0-10.0-0.23","0pan","","","","","","null","null","audio_projekt/spuelen1500spielen.wav"
"html-keyboard-response","61","328848","0.0-10.0-1.23","0pan","","","","","","396","p","<div></div>"
"audio-keyboard-response","62","332592","0.0-10.0-0.24","0pan","","","","","","null","null","audio_projekt/bluten1500blueten.wav"
"html-keyboard-response","63","332977","0.0-10.0-1.24","0pan","","","","","","383","q","<div></div>"
"audio-keyboard-response","64","336651","0.0-10.0-0.25","0pan","","","","","","null","null","audio_projekt/tour1500tuer.wav"
"html-keyboard-response","65","337375","0.0-10.0-1.25","0pan","","","","","","722","p","<div></div>"
"audio-keyboard-response","66","341611","0.0-10.0-0.26","0pan","","","","","","null","null","audio_projekt/stuhl1500stuhl.wav"
"html-keyboard-response","67","342123","0.0-10.0-1.26","0pan","","","","","","509","q","<div></div>"
"audio-keyboard-response","68","346472","0.0-10.0-0.27","0pan","","","","","","null","null","audio_projekt/spielen1500spulen.wav"
"html-keyboard-response","69","346599","0.0-10.0-1.27","0pan","","","","","","125","p","<div></div>"
"audio-keyboard-response","70","350892","0.0-10.0-0.28","0pan","","","","","","null","null","audio_projekt/spulen1500spuelen.wav"
"html-keyboard-response","71","351775","0.0-10.0-1.28","0pan","","","","","","881","p","<div></div>"
"audio-keyboard-response","72","355511","0.0-10.0-0.29","0pan","","","","","","null","null","audio_projekt/blueten1500bluten.wav"
"html-keyboard-response","73","355971","0.0-10.0-1.29","0pan","","","","","","457","q","<div></div>"
"audio-keyboard-response","74","359651","0.0-10.0-0.30","0pan","","","","","","null","null","audio_projekt/buehne1500biene.wav"
"html-keyboard-response","75","359953","0.0-10.0-1.30","0pan","","","","","","300","p","<div></div>"
"audio-keyboard-response","76","363611","0.0-10.0-0.31","0pan","","","","","","null","null","audio_projekt/biene1500buehne.wav"
"html-keyboard-response","77","363935","0.0-10.0-1.31","0pan","","","","","","322","p","<div></div>"
"audio-keyboard-response","78","368131","0.0-10.0-0.32","0pan","","","","","","null","null","audio_projekt/segel1500siegel.wav"
"html-keyboard-response","79","368581","0.0-10.0-1.32","0pan","","","","","","448","p","<div></div>"
"audio-keyboard-response","80","373071","0.0-10.0-0.33","0pan","","","","","","null","null","audio_projekt/spulen1500spielen.wav"
"html-keyboard-response","81","373227","0.0-10.0-1.33","0pan","","","","","","154","p","<div></div>"
"audio-keyboard-response","82","376911","0.0-10.0-0.34","0pan","","","","","","null","null","audio_projekt/tier1500tour.wav"
"html-keyboard-response","83","377287","0.0-10.0-1.34","0pan","","","","","","373","p","<div></div>"
"audio-keyboard-response","84","381110","0.0-10.0-0.35","0pan","","","","","","null","null","audio_projekt/kuehl1500kuehl.wav"
"html-keyboard-response","85","381450","0.0-10.0-1.35","0pan","","","","","","338","q","<div></div>"
"audio-keyboard-response","86","385429","0.0-10.0-0.36","0pan","","","","","","null","null","audio_projekt/leder1500leder.wav"
"html-keyboard-response","87","385882","0.0-10.0-1.36","0pan","","","","","","450","q","<div></div>"
"audio-keyboard-response","88","389849","0.0-10.0-0.37","0pan","","","","","","null","null","audio_projekt/lieder1500leder.wav"
"html-keyboard-response","89","390303","0.0-10.0-1.37","0pan","","","","","","452","p","<div></div>"
"audio-keyboard-response","90","394410","0.0-10.0-0.38","0pan","","","","","","null","null","audio_projekt/stuhl1500stuhl.wav"
"html-keyboard-response","91","394893","0.0-10.0-1.38","0pan","","","","","","480","q","<div></div>"
"audio-keyboard-response","92","399054","0.0-10.0-0.39","0pan","","","","","","null","null","audio_projekt/spulen1500spuelen.wav"
"html-keyboard-response","93","399707","0.0-10.0-1.39","0pan","","","","","","650","p","<div></div>"
"audio-keyboard-response","94","403807","0.0-10.0-0.40","0pan","","","","","","null","null","audio_projekt/stiel1500stiel.wav"
"html-keyboard-response","95","404071","0.0-10.0-1.40","0pan","","","","","","263","q","<div></div>"
"audio-keyboard-response","96","407950","0.0-10.0-0.41","0pan","","","","","","null","null","audio_projekt/bluten1500bluten.wav"
"html-keyboard-response","97","408348","0.0-10.0-1.41","0pan","","","","","","395","q","<div></div>"
"audio-keyboard-response","98","412189","0.0-10.0-0.42","0pan","","","","","","null","null","audio_projekt/leder1500leder.wav"
"html-keyboard-response","99","412486","0.0-10.0-1.42","0pan","","","","","","294","q","<div></div>"
"audio-keyboard-response","100","416310","0.0-10.0-0.43","0pan","","","","","","null","null","audio_projekt/lieder1500lieder.wav"
"html-keyboard-response","101","416446","0.0-10.0-1.43","0pan","","","","","","135","q","<div></div>"
"audio-keyboard-response","102","420629","0.0-10.0-0.44","0pan","","","","","","null","null","audio_projekt/siegel1500segel.wav"
"html-keyboard-response","103","420822","0.0-10.0-1.44","0pan","","","","","","191","p","<div></div>"
"audio-keyboard-response","104","424487","0.0-10.0-0.45","0pan","","","","","","null","null","audio_projekt/tier1500tier.wav"
"html-keyboard-response","105","424995","0.0-10.0-1.45","0pan","","","","","","506","q","<div></div>"
"audio-keyboard-response","106","428867","0.0-10.0-0.46","0pan","","","","","","null","null","audio_projekt/blueten1500blueten.wav"
"html-keyboard-response","107","429090","0.0-10.0-1.46","0pan","","","","","","220","q","<div></div>"
"audio-keyboard-response","108","432929","0.0-10.0-0.47","0pan","","","","","","null","null","audio_projekt/leder1500lieder.wav"
"html-keyboard-response","109","433095","0.0-10.0-1.47","0pan","","","","","","163","p","<div></div>"
"audio-keyboard-response","110","437288","0.0-10.0-0.48","0pan","","","","","","null","null","audio_projekt/siegel1500siegel.wav"
"html-keyboard-response","111","437413","0.0-10.0-1.48","0pan","","","","","","123","q","<div></div>"
"audio-keyboard-response","112","441169","0.0-10.0-0.49","0pan","","","","","","null","null","audio_projekt/blueten1500blueten.wav"
"html-keyboard-response","113","441216","0.0-10.0-1.49","0pan","","","","","","45","q","<div></div>"
"audio-keyboard-response","114","445447","0.0-10.0-0.50","0pan","","","","","","null","null","audio_projekt/stuhl1500stiel.wav"
"html-keyboard-response","115","445615","0.0-10.0-1.50","0pan","","","","","","166","p","<div></div>"
"audio-keyboard-response","116","449848","0.0-10.0-0.51","0pan","","","","","","null","null","audio_projekt/stiel1500stuhl.wav"
"html-keyboard-response","117","450171","0.0-10.0-1.51","0pan","","","","","","321","p","<div></div>"
"audio-keyboard-response","118","453706","0.0-10.0-0.52","0pan","","","","","","null","null","audio_projekt/tier1500tier.wav"
"html-keyboard-response","119","453895","0.0-10.0-1.52","0pan","","","","","","186","q","<div></div>"
"audio-keyboard-response","120","457447","0.0-10.0-0.53","0pan","","","","","","null","null","audio_projekt/tour1500tier.wav"
"html-keyboard-response","121","458000","0.0-10.0-1.53","0pan","","","","","","552","p","<div></div>"
"audio-keyboard-response","122","461946","0.0-10.0-0.54","0pan","","","","","","null","null","audio_projekt/kuehl1500kiel.wav"
"html-keyboard-response","123","462342","0.0-10.0-1.54","0pan","","","","","","394","p","<div></div>"
"audio-keyboard-response","124","466088","0.0-10.0-0.55","0pan","","","","","","null","null","audio_projekt/bluten1500bluten.wav"
"html-keyboard-response","125","466369","0.0-10.0-1.55","0pan","","","","","","280","q","<div></div>"
"audio-keyboard-response","126","470828","0.0-10.0-0.56","0pan","","","","","","null","null","audio_projekt/spielen1500spielen.wav"
"html-keyboard-response","127","470892","0.0-10.0-1.56","0pan","","","","","","62","q","<div></div>"
"audio-keyboard-response","128","474447","0.0-10.0-0.57","0pan","","","","","","null","null","audio_projekt/tour1500tour.wav"
"html-keyboard-response","129","474672","0.0-10.0-1.57","0pan","","","","","","223","q","<div></div>"
"audio-keyboard-response","130","479007","0.0-10.0-0.58","0pan","","","","","","null","null","audio_projekt/spielen1500spielen.wav"
"html-keyboard-response","131","479194","0.0-10.0-1.58","0pan","","","","","","184","q","<div></div>"
"audio-keyboard-response","132","483127","0.0-10.0-0.59","0pan","","","","","","null","null","audio_projekt/kiel1500kuehl.wav"
"html-keyboard-response","133","483188","0.0-10.0-1.59","0pan","","","","","","59","p","<div></div>"
"audio-keyboard-response","134","486767","0.0-10.0-0.60","0pan","","","","","","null","null","audio_projekt/tier1500tour.wav"
"html-keyboard-response","135","487068","0.0-10.0-1.60","0pan","","","","","","299","p","<div></div>"
"audio-keyboard-response","136","490747","0.0-10.0-0.61","0pan","","","","","","null","null","audio_projekt/buehne1500buehne.wav"
"html-keyboard-response","137","491242","0.0-10.0-1.61","0pan","","","","","","493","q","<div></div>"
"audio-keyboard-response","138","495365","0.0-10.0-0.62","0pan","","","","","","null","null","audio_projekt/stiel1500stuhl.wav"
"html-keyboard-response","139","495561","0.0-10.0-1.62","0pan","","","","","","193","p","<div></div>"
"audio-keyboard-response","140","499386","0.0-10.0-0.63","0pan","","","","","","null","null","audio_projekt/biene1500biene.wav"
"html-keyboard-response","141","499747","0.0-10.0-1.63","0pan","","","","","","358","q","<div></div>"
"audio-keyboard-response","142","503284","0.0-10.0-0.64","0pan","","","","","","null","null","audio_projekt/tour1500tuer.wav"
"html-keyboard-response","143","503683","0.0-10.0-1.64","0pan","","","","","","396","p","<div></div>"
"audio-keyboard-response","144","507346","0.0-10.0-0.65","0pan","","","","","","null","null","audio_projekt/tuer1500tour.wav"
"html-keyboard-response","145","508171","0.0-10.0-1.65","0pan","","","","","","823","p","<div></div>"
"audio-keyboard-response","146","511965","0.0-10.0-0.66","0pan","","","","","","null","null","audio_projekt/kiel1500kiel.wav"
"html-keyboard-response","147","512108","0.0-10.0-1.66","0pan","","","","","","141","q","<div></div>"
"audio-keyboard-response","148","515645","0.0-10.0-0.67","0pan","","","","","","null","null","audio_projekt/tuer1500tour.wav"
"html-keyboard-response","149","515934","0.0-10.0-1.67","0pan","","","","","","287","p","<div></div>"
"audio-keyboard-response","150","519605","0.0-10.0-0.68","0pan","","","","","","null","null","audio_projekt/biene1500biene.wav"
"html-keyboard-response","151","519826","0.0-10.0-1.68","0pan","","","","","","217","q","<div></div>"
"audio-keyboard-response","152","523644","0.0-10.0-0.69","0pan","","","","","","null","null","audio_projekt/kiel1500kuehl.wav"
"html-keyboard-response","153","524021","0.0-10.0-1.69","0pan","","","","","","374","p","<div></div>"
"audio-keyboard-response","154","527845","0.0-10.0-0.70","0pan","","","","","","null","null","audio_projekt/lieder1500leder.wav"
"html-keyboard-response","155","527981","0.0-10.0-1.70","0pan","","","","","","134","p","<div></div>"
"audio-keyboard-response","156","531785","0.0-10.0-0.71","0pan","","","","","","null","null","audio_projekt/kuehl1500kiel.wav"
"html-keyboard-response","157","532054","0.0-10.0-1.71","0pan","","","","","","266","p","<div></div>"
"audio-keyboard-response","158","536345","0.0-10.0-0.72","0pan","","","","","","null","null","audio_projekt/spuelen1500spulen.wav"
"html-keyboard-response","159","536790","0.0-10.0-1.72","0pan","","","","","","442","p","<div></div>"
"audio-keyboard-response","160","540903","0.0-10.0-0.73","0pan","","","","","","null","null","audio_projekt/stuhl1500stiel.wav"
"html-keyboard-response","161","541076","0.0-10.0-1.73","0pan","","","","","","171","p","<div></div>"
"audio-keyboard-response","162","545445","0.0-10.0-0.74","0pan","","","","","","null","null","audio_projekt/spulen1500spielen.wav"
"html-keyboard-response","163","545834","0.0-10.0-1.74","0pan","","","","","","387","p","<div></div>"
"audio-keyboard-response","164","550045","0.0-10.0-0.75","0pan","","","","","","null","null","audio_projekt/segel1500segel.wav"
"html-keyboard-response","165","550278","0.0-10.0-1.75","0pan","","","","","","231","q","<div></div>"
"audio-keyboard-response","166","554784","0.0-10.0-0.76","0pan","","","","","","null","null","audio_projekt/spulen1500spulen.wav"
"html-keyboard-response","167","555114","0.0-10.0-1.76","0pan","","","","","","328","q","<div></div>"
"audio-keyboard-response","168","559284","0.0-10.0-0.77","0pan","","","","","","null","null","audio_projekt/spuelen1500spulen.wav"
"html-keyboard-response","169","559806","0.0-10.0-1.77","0pan","","","","","","520","p","<div></div>"
"audio-keyboard-response","170","564164","0.0-10.0-0.78","0pan","","","","","","null","null","audio_projekt/spulen1500spulen.wav"
"html-keyboard-response","171","564260","0.0-10.0-1.78","0pan","","","","","","94","q","<div></div>"
"audio-keyboard-response","172","568583","0.0-10.0-0.79","0pan","","","","","","null","null","audio_projekt/spuelen1500spuelen.wav"
"html-keyboard-response","173","568782","0.0-10.0-1.79","0pan","","","","","","197","q","<div></div>"
"html-keyboard-response","174","584857","0.0-11.0","0pan","","","","","","15273","q","<h2>Pause</h2><div class=""myDiv""><p>Gut gemacht! Jetzt k&ouml;nnen Sie eine kleine Pause machen.</p></div><div><img src=""pics/coffee.png"" title=""Machen Sie eine Pause..."" width=""150"" height=""150"" class=""center""></div><div style=""height:20px; width:100%""></div><p>Wenn Sie bereit sind, dr&uuml;cken Sie eine beliebige Taste, um fortzufahren.</p>"
"html-keyboard-response","175","596118","0.0-12.0","0pan","","","","","","11260","q","<h2>Teil 2: Identifikationsaufgabe: Vorbereitung 1</h2><div class=""myDiv""><p>In diesem Teil des Experimentes werden Sie nur ein Wort h&ouml;ren. </p><p>Anschlie&szlig;end werden zwei Bilder gezeigt. W&auml;hlen Sie das Bild aus, das das Wort darstellt.</p><p>Bevor die Aufgabe beginnt, werden die Bilder mit den entsprechenden W&ouml;rtern angezeigt. Sie werden jedes Bild zweimal sehen.</p><p>Dr&uuml;cken Sie bitte eine beliebige Taste, um die Bilder zu sehen.</p>"
"audio-button-response","176","604600","0.0-13.0-0.0-0.0","0pan","","","","","","8289","0","audio_projekt/blueten.wav"
"audio-button-response","177","607773","0.0-13.0-0.0-0.1","0pan","","","","","","3043","0","audio_projekt/beten1.wav"
"audio-button-response","178","610012","0.0-13.0-0.0-0.2","0pan","","","","","","2137","0","audio_projekt/tuer.wav"
"audio-button-response","179","613746","0.0-13.0-0.0-0.3","0pan","","","","","","3607","0","audio_projekt/bluten.wav"
"audio-button-response","180","616558","0.0-13.0-0.0-0.4","0pan","","","","","","2687","0","audio_projekt/buehne.wav"
"audio-button-response","181","619190","0.0-13.0-0.0-0.5","0pan","","","","","","2498","0","audio_projekt/leder.wav"
"audio-button-response","182","622329","0.0-13.0-0.0-0.6","0pan","","","","","","3011","0","audio_projekt/bieten1.wav"
"audio-button-response","183","625670","0.0-13.0-0.0-0.7","0pan","","","","","","3203","0","audio_projekt/spulen.wav"
"audio-button-response","184","628437","0.0-13.0-0.0-0.8","0pan","","","","","","2638","0","audio_projekt/biene.wav"
"audio-button-response","185","631283","0.0-13.0-0.0-0.9","0pan","","","","","","2713","0","audio_projekt/segel.wav"
"audio-button-response","186","633927","0.0-13.0-0.0-0.10","0pan","","","","","","2518","0","audio_projekt/stuhl.wav"
"audio-button-response","187","636446","0.0-13.0-0.0-0.11","0pan","","","","","","2415","0","audio_projekt/tier.wav"
"audio-button-response","188","638584","0.0-13.0-0.0-0.12","0pan","","","","","","2009","0","audio_projekt/treffen2.wav"
"audio-button-response","189","641992","0.0-13.0-0.0-0.13","0pan","","","","","","3273","0","audio_projekt/stiel.wav"
"audio-button-response","190","646683","0.0-13.0-0.0-0.14","0pan","","","","","","4559","0","audio_projekt/siegel.wav"
"audio-button-response","191","649517","0.0-13.0-0.0-0.15","0pan","","","","","","2731","0","audio_projekt/tour.wav"
"audio-button-response","192","651970","0.0-13.0-0.0-0.16","0pan","","","","","","2321","0","audio_projekt/lieder.wav"
"audio-button-response","193","654344","0.0-13.0-0.0-0.17","0pan","","","","","","2242","0","audio_projekt/spuelen2.wav"
"audio-button-response","194","657223","0.0-13.0-0.0-0.18","0pan","","","","","","2748","0","audio_projekt/kiel.wav"
"audio-button-response","195","660306","0.0-13.0-0.0-0.19","0pan","","","","","","2957","0","audio_projekt/kuehl.wav"
"audio-button-response","196","663962","0.0-13.0-0.0-0.20","0pan","","","","","","3525","0","audio_projekt/spielen2.wav"
"audio-button-response","197","667213","0.0-13.0-0.0-0.21","0pan","","","","","","3113","0","audio_projekt/triefen1.wav"
"audio-button-response","198","670262","0.0-13.0-0.1-0.22","0pan","","","","","","3046","0","audio_projekt/blueten.wav"
"audio-button-response","199","673186","0.0-13.0-0.1-0.23","0pan","","","","","","2922","0","audio_projekt/beten1.wav"
"audio-button-response","200","677877","0.0-13.0-0.1-0.24","0pan","","","","","","4688","0","audio_projekt/tuer.wav"
"audio-button-response","201","680521","0.0-13.0-0.1-0.25","0pan","","","","","","2642","0","audio_projekt/bluten.wav"
"audio-button-response","202","683827","0.0-13.0-0.1-0.26","0pan","","","","","","3148","0","audio_projekt/buehne.wav"
"audio-button-response","203","685627","0.0-13.0-0.1-0.27","0pan","","","","","","1797","0","audio_projekt/leder.wav"
"audio-button-response","204","687270","0.0-13.0-0.1-0.28","0pan","","","","","","1640","0","audio_projekt/bieten1.wav"
"audio-button-response","205","689260","0.0-13.0-0.1-0.29","0pan","","","","","","1989","0","audio_projekt/spulen.wav"
"audio-button-response","206","690565","0.0-13.0-0.1-0.30","0pan","","","","","","1303","0","audio_projekt/biene.wav"
"audio-button-response","207","692219","0.0-13.0-0.1-0.31","0pan","","","","","","1652","0","audio_projekt/segel.wav"
"audio-button-response","208","693895","0.0-13.0-0.1-0.32","0pan","","","","","","1674","0","audio_projekt/stuhl.wav"
"audio-button-response","209","696258","0.0-13.0-0.1-0.33","0pan","","","","","","2360","0","audio_projekt/tier.wav"
"audio-button-response","210","698822","0.0-13.0-0.1-0.34","0pan","","","","","","2562","0","audio_projekt/treffen2.wav"
"audio-button-response","211","700701","0.0-13.0-0.1-0.35","0pan","","","","","","1877","0","audio_projekt/stiel.wav"
"audio-button-response","212","703514","0.0-13.0-0.1-0.36","0pan","","","","","","2810","0","audio_projekt/siegel.wav"
"audio-button-response","213","705774","0.0-13.0-0.1-0.37","0pan","","","","","","2258","0","audio_projekt/tour.wav"
"audio-button-response","214","707867","0.0-13.0-0.1-0.38","0pan","","","","","","2090","0","audio_projekt/lieder.wav"
"audio-button-response","215","709779","0.0-13.0-0.1-0.39","0pan","","","","","","1911","0","audio_projekt/spuelen2.wav"
"audio-button-response","216","711208","0.0-13.0-0.1-0.40","0pan","","","","","","1426","0","audio_projekt/kiel.wav"
"audio-button-response","217","712344","0.0-13.0-0.1-0.41","0pan","","","","","","1133","0","audio_projekt/kuehl.wav"
"audio-button-response","218","713716","0.0-13.0-0.1-0.42","0pan","","","","","","1369","0","audio_projekt/spielen2.wav"
"audio-button-response","219","715921","0.0-13.0-0.1-0.43","0pan","","","","","","2204","0","audio_projekt/triefen1.wav"
