"trial_type","trial_index","time_elapsed","internal_node_id","subject","success","timeout","failed_images","failed_audio","failed_video","rt","response","stimulus"
"audio-keyboard-response","21","76081","0.0-10.0-0.4","h04g","","","","","","null","null","audio_projekt/segel1500siegel.wav"
"html-keyboard-response","22","76800","0.0-10.0-1.4","h04g","","","","","","719","p","<div></div>"
"audio-keyboard-response","23","81197","0.0-10.0-0.5","h04g","","","","","","null","null","audio_projekt/spuelen1500spulen.wav"
"html-keyboard-response","24","81763","0.0-10.0-1.5","h04g","","","","","","565","q","<div></div>"
"audio-keyboard-response","25","86321","0.0-10.0-0.6","h04g","","","","","","null","null","audio_projekt/siegel1500segel.wav"
"html-keyboard-response","26","86432","0.0-10.0-1.6","h04g","","","","","","110","p","<div></div>"
"audio-keyboard-response","27","90245","0.0-10.0-0.7","h04g","","","","","","null","null","audio_projekt/tier1500tier.wav"
"html-keyboard-response","28","90593","0.0-10.0-1.7","h04g","","","","","","348","p","<div></div>"
"audio-keyboard-response","29","94594","0.0-10.0-0.8","h04g","","","","","","null","null","audio_projekt/blueten1500blueten.wav"
"html-keyboard-response","30","94907","0.0-10.0-1.8","h04g","","","","","","312","q","<div></div>"
"audio-keyboard-response","31","99376","0.0-10.0-0.9","h04g","","","","","","null","null","audio_projekt/spulen1500spuelen.wav"
"html-keyboard-response","32","100080","0.0-10.0-1.9","h04g","","","","","","703","q","<div></div>"
"audio-keyboard-response","33","104667","0.0-10.0-0.10","h04g","","","","","","null","null","audio_projekt/spielen1500spielen.wav"
"html-keyboard-response","34","105206","0.0-10.0-1.10","h04g","","","","","","538","q","<div></div>"
"audio-keyboard-response","35","109871","0.0-10.0-0.11","h04g","","","","","","null","null","audio_projekt/spulen1500spielen.wav"
"html-keyboard-response","36","110240","0.0-10.0-1.11","h04g","","","","","","368","p","<div></div>"
"audio-keyboard-response","37","114050","0.0-10.0-0.12","h04g","","","","","","null","null","audio_projekt/tuer1500tour.wav"
"html-keyboard-response","38","114791","0.0-10.0-1.12","h04g","","","","","","739","p","<div></div>"
"audio-keyboard-response","39","118917","0.0-10.0-0.13","h04g","","","","","","null","null","audio_projekt/leder1500lieder.wav"
"html-keyboard-response","40","119462","0.0-10.0-1.13","h04g","","","","","","544","p","<div></div>"
"audio-keyboard-response","41","123611","0.0-10.0-0.14","h04g","","","","","","null","null","audio_projekt/kuehl1500kuehl.wav"
"html-keyboard-response","42","124186","0.0-10.0-1.14","h04g","","","","","","573","q","<div></div>"
"audio-keyboard-response","43","128219","0.0-10.0-0.15","h04g","","","","","","null","null","audio_projekt/kiel1500kuehl.wav"
"html-keyboard-response","44","128783","0.0-10.0-1.15","h04g","","","","","","563","p","<div></div>"
"audio-keyboard-response","45","132825","0.0-10.0-0.16","h04g","","","","","","null","null","audio_projekt/bluten1500bluten.wav"
"html-keyboard-response","46","133571","0.0-10.0-1.16","h04g","","","","","","745","q","<div></div>"
"audio-keyboard-response","47","138033","0.0-10.0-0.17","h04g","","","","","","null","null","audio_projekt/stuhl1500stuhl.wav"
"html-keyboard-response","48","138812","0.0-10.0-1.17","h04g","","","","","","778","q","<div></div>"
"audio-keyboard-response","49","143234","0.0-10.0-0.18","h04g","","","","","","null","null","audio_projekt/buehne1500biene.wav"
"html-keyboard-response","50","143382","0.0-10.0-1.18","h04g","","","","","","146","p","<div></div>"
"audio-keyboard-response","51","144338","0.0-10.0-0.19","h04g","","","","","","null","null","audio_projekt/tour1500tour.wav"
"html-keyboard-response","52","149341","0.0-10.0-1.19","h04g","","","","","","null","null","<div></div>"
"audio-keyboard-response","53","153222","0.0-10.0-0.20","h04g","","","","","","null","null","audio_projekt/biene1500buehne.wav"
"html-keyboard-response","54","153953","0.0-10.0-1.20","h04g","","","","","","729","p","<div></div>"
"audio-keyboard-response","55","157913","0.0-10.0-0.21","h04g","","","","","","null","null","audio_projekt/bluten1500bluten.wav"
"html-keyboard-response","56","158873","0.0-10.0-1.21","h04g","","","","","","959","q","<div></div>"
"audio-keyboard-response","57","163036","0.0-10.0-0.22","h04g","","","","","","null","null","audio_projekt/tour1500tuer.wav"
"html-keyboard-response","58","163260","0.0-10.0-1.22","h04g","","","","","","223","p","<div></div>"
"audio-keyboard-response","59","167129","0.0-10.0-0.23","h04g","","","","","","null","null","audio_projekt/biene1500buehne.wav"
"html-keyboard-response","60","167287","0.0-10.0-1.23","h04g","","","","","","157","p","<div></div>"
"audio-keyboard-response","61","171481","0.0-10.0-0.24","h04g","","","","","","null","null","audio_projekt/blueten1500bluten.wav"
"html-keyboard-response","62","172468","0.0-10.0-1.24","h04g","","","","","","986","q","<div></div>"
"audio-keyboard-response","63","176432","0.0-10.0-0.25","h04g","","","","","","null","null","audio_projekt/blueten1500bluten.wav"
"html-keyboard-response","64","177143","0.0-10.0-1.25","h04g","","","","","","709","q","<div></div>"
"audio-keyboard-response","65","181293","0.0-10.0-0.26","h04g","","","","","","null","null","audio_projekt/kiel1500kiel.wav"
"html-keyboard-response","66","181513","0.0-10.0-1.26","h04g","","","","","","220","q","<div></div>"
"audio-keyboard-response","67","186246","0.0-10.0-0.27","h04g","","","","","","null","null","audio_projekt/segel1500segel.wav"
"html-keyboard-response","68","186330","0.0-10.0-1.27","h04g","","","","","","83","q","<div></div>"
"audio-keyboard-response","69","190168","0.0-10.0-0.28","h04g","","","","","","null","null","audio_projekt/tier1500tour.wav"
"html-keyboard-response","70","190351","0.0-10.0-1.28","h04g","","","","","","182","p","<div></div>"
"audio-keyboard-response","71","194435","0.0-10.0-0.29","h04g","","","","","","null","null","audio_projekt/kuehl1500kiel.wav"
"html-keyboard-response","72","194666","0.0-10.0-1.29","h04g","","","","","","230","p","<div></div>"
"audio-keyboard-response","73","198616","0.0-10.0-0.30","h04g","","","","","","null","null","audio_projekt/blueten1500blueten.wav"
"html-keyboard-response","74","199062","0.0-10.0-1.30","h04g","","","","","","444","q","<div></div>"
"audio-keyboard-response","75","203053","0.0-10.0-0.31","h04g","","","","","","null","null","audio_projekt/leder1500lieder.wav"
"html-keyboard-response","76","203338","0.0-10.0-1.31","h04g","","","","","","284","p","<div></div>"
"audio-keyboard-response","77","207664","0.0-10.0-0.32","h04g","","","","","","null","null","audio_projekt/stuhl1500stiel.wav"
"html-keyboard-response","78","208148","0.0-10.0-1.32","h04g","","","","","","482","p","<div></div>"
"audio-keyboard-response","79","212524","0.0-10.0-0.33","h04g","","","","","","null","null","audio_projekt/spulen1500spuelen.wav"
"html-keyboard-response","80","213159","0.0-10.0-1.33","h04g","","","","","","634","q","<div></div>"
"audio-keyboard-response","81","217477","0.0-10.0-0.34","h04g","","","","","","null","null","audio_projekt/stuhl1500stuhl.wav"
"html-keyboard-response","82","217985","0.0-10.0-1.34","h04g","","","","","","507","q","<div></div>"
"audio-keyboard-response","83","222000","0.0-10.0-0.35","h04g","","","","","","null","null","audio_projekt/bluten1500blueten.wav"
"html-keyboard-response","84","223521","0.0-10.0-1.35","h04g","","","","","","1520","p","<div></div>"
"audio-keyboard-response","85","227630","0.0-10.0-0.36","h04g","","","","","","null","null","audio_projekt/lieder1500lieder.wav"
"html-keyboard-response","86","228067","0.0-10.0-1.36","h04g","","","","","","436","q","<div></div>"
"audio-keyboard-response","87","231898","0.0-10.0-0.37","h04g","","","","","","null","null","audio_projekt/tuer1500tuer.wav"
"html-keyboard-response","88","232276","0.0-10.0-1.37","h04g","","","","","","377","q","<div></div>"
"audio-keyboard-response","89","236334","0.0-10.0-0.38","h04g","","","","","","null","null","audio_projekt/kiel1500kuehl.wav"
"html-keyboard-response","90","236407","0.0-10.0-1.38","h04g","","","","","","71","p","<div></div>"
"audio-keyboard-response","91","240772","0.0-10.0-0.39","h04g","","","","","","null","null","audio_projekt/stiel1500stuhl.wav"
"html-keyboard-response","92","241227","0.0-10.0-1.39","h04g","","","","","","455","p","<div></div>"
"audio-keyboard-response","93","245295","0.0-10.0-0.40","h04g","","","","","","null","null","audio_projekt/kuehl1500kiel.wav"
"html-keyboard-response","94","245965","0.0-10.0-1.40","h04g","","","","","","670","p","<div></div>"
"audio-keyboard-response","95","249902","0.0-10.0-0.41","h04g","","","","","","null","null","audio_projekt/buehne1500buehne.wav"
"html-keyboard-response","96","250399","0.0-10.0-1.41","h04g","","","","","","496","q","<div></div>"
"audio-keyboard-response","97","254254","0.0-10.0-0.42","h04g","","","","","","null","null","audio_projekt/tour1500tier.wav"
"html-keyboard-response","98","254486","0.0-10.0-1.42","h04g","","","","","","231","p","<div></div>"
"audio-keyboard-response","99","259119","0.0-10.0-0.43","h04g","","","","","","null","null","audio_projekt/spulen1500spulen.wav"
"html-keyboard-response","100","259239","0.0-10.0-1.43","h04g","","","","","","118","q","<div></div>"
"audio-keyboard-response","101","263386","0.0-10.0-0.44","h04g","","","","","","null","null","audio_projekt/lieder1500leder.wav"
"html-keyboard-response","102","263518","0.0-10.0-1.44","h04g","","","","","","130","p","<div></div>"
"audio-keyboard-response","103","267652","0.0-10.0-0.45","h04g","","","","","","null","null","audio_projekt/kiel1500kiel.wav"
"html-keyboard-response","104","268504","0.0-10.0-1.45","h04g","","","","","","850","p","<div></div>"
"audio-keyboard-response","105","272518","0.0-10.0-0.46","h04g","","","","","","null","null","audio_projekt/lieder1500leder.wav"
"html-keyboard-response","106","272636","0.0-10.0-1.46","h04g","","","","","","118","p","<div></div>"
"audio-keyboard-response","107","277038","0.0-10.0-0.47","h04g","","","","","","null","null","audio_projekt/segel1500segel.wav"
"html-keyboard-response","108","277162","0.0-10.0-1.47","h04g","","","","","","124","q","<div></div>"
"audio-keyboard-response","109","281817","0.0-10.0-0.48","h04g","","","","","","null","null","audio_projekt/spulen1500spielen.wav"
"html-keyboard-response","110","281846","0.0-10.0-1.48","h04g","","","","","","28","p","<div></div>"
"audio-keyboard-response","111","285742","0.0-10.0-0.49","h04g","","","","","","null","null","audio_projekt/bluten1500blueten.wav"
"html-keyboard-response","112","286993","0.0-10.0-1.49","h04g","","","","","","1250","p","<div></div>"
"audio-keyboard-response","113","290948","0.0-10.0-0.50","h04g","","","","","","null","null","audio_projekt/buehne1500buehne.wav"
"html-keyboard-response","114","291313","0.0-10.0-1.50","h04g","","","","","","365","q","<div></div>"
"audio-keyboard-response","115","295130","0.0-10.0-0.51","h04g","","","","","","null","null","audio_projekt/biene1500biene.wav"
"html-keyboard-response","116","295586","0.0-10.0-1.51","h04g","","","","","","456","p","<div></div>"
"audio-keyboard-response","117","300251","0.0-10.0-0.52","h04g","","","","","","null","null","audio_projekt/spuelen1500spuelen.wav"
"html-keyboard-response","118","300314","0.0-10.0-1.52","h04g","","","","","","61","q","<div></div>"
"audio-keyboard-response","119","304346","0.0-10.0-0.53","h04g","","","","","","null","null","audio_projekt/lieder1500lieder.wav"
"html-keyboard-response","120","305507","0.0-10.0-1.53","h04g","","","","","","1159","q","<div></div>"
"audio-keyboard-response","121","306473","0.0-10.0-0.54","h04g","","","","","","null","null","audio_projekt/siegel1500segel.wav"
"html-keyboard-response","122","311476","0.0-10.0-1.54","h04g","","","","","","null","null","<div></div>"
"audio-keyboard-response","123","316035","0.0-10.0-0.55","h04g","","","","","","null","null","audio_projekt/spulen1500spulen.wav"
"html-keyboard-response","124","316435","0.0-10.0-1.55","h04g","","","","","","398","q","<div></div>"
"audio-keyboard-response","125","317396","0.0-10.0-0.56","h04g","","","","","","null","null","audio_projekt/stiel1500stuhl.wav"
"html-keyboard-response","126","322399","0.0-10.0-1.56","h04g","","","","","","null","null","<div></div>"
"audio-keyboard-response","127","326704","0.0-10.0-0.57","h04g","","","","","","null","null","audio_projekt/stuhl1500stiel.wav"
"html-keyboard-response","128","327017","0.0-10.0-1.57","h04g","","","","","","312","p","<div></div>"
"audio-keyboard-response","129","331655","0.0-10.0-0.58","h04g","","","","","","null","null","audio_projekt/spielen1500spuelen.wav"
"html-keyboard-response","130","332265","0.0-10.0-1.58","h04g","","","","","","609","p","<div></div>"
"audio-keyboard-response","131","336002","0.0-10.0-0.59","h04g","","","","","","null","null","audio_projekt/tuer1500tuer.wav"
"html-keyboard-response","132","336621","0.0-10.0-1.59","h04g","","","","","","618","q","<div></div>"
"audio-keyboard-response","133","341124","0.0-10.0-0.60","h04g","","","","","","null","null","audio_projekt/spielen1500spielen.wav"
"html-keyboard-response","134","341198","0.0-10.0-1.60","h04g","","","","","","72","q","<div></div>"
"audio-keyboard-response","135","345562","0.0-10.0-0.61","h04g","","","","","","null","null","audio_projekt/stiel1500stiel.wav"
"html-keyboard-response","136","345732","0.0-10.0-1.61","h04g","","","","","","170","q","<div></div>"
"audio-keyboard-response","137","349657","0.0-10.0-0.62","h04g","","","","","","null","null","audio_projekt/buehne1500biene.wav"
"html-keyboard-response","138","349923","0.0-10.0-1.62","h04g","","","","","","265","p","<div></div>"
"audio-keyboard-response","139","354519","0.0-10.0-0.63","h04g","","","","","","null","null","audio_projekt/spuelen1500spuelen.wav"
"html-keyboard-response","140","354673","0.0-10.0-1.63","h04g","","","","","","153","q","<div></div>"
"audio-keyboard-response","141","358446","0.0-10.0-0.64","h04g","","","","","","null","null","audio_projekt/tour1500tuer.wav"
"html-keyboard-response","142","358881","0.0-10.0-1.64","h04g","","","","","","435","p","<div></div>"
"audio-keyboard-response","143","363567","0.0-10.0-0.65","h04g","","","","","","null","null","audio_projekt/spielen1500spulen.wav"
"html-keyboard-response","144","363714","0.0-10.0-1.65","h04g","","","","","","146","p","<div></div>"
"audio-keyboard-response","145","368173","0.0-10.0-0.66","h04g","","","","","","null","null","audio_projekt/siegel1500siegel.wav"
"html-keyboard-response","146","368314","0.0-10.0-1.66","h04g","","","","","","140","q","<div></div>"
"audio-keyboard-response","147","372955","0.0-10.0-0.67","h04g","","","","","","null","null","audio_projekt/spuelen1500spielen.wav"
"html-keyboard-response","148","373272","0.0-10.0-1.67","h04g","","","","","","317","p","<div></div>"
"audio-keyboard-response","149","377817","0.0-10.0-0.68","h04g","","","","","","null","null","audio_projekt/spielen1500spuelen.wav"
"html-keyboard-response","150","378221","0.0-10.0-1.68","h04g","","","","","","402","p","<div></div>"
"audio-keyboard-response","151","381999","0.0-10.0-0.69","h04g","","","","","","null","null","audio_projekt/tier1500tour.wav"
"html-keyboard-response","152","382826","0.0-10.0-1.69","h04g","","","","","","825","p","<div></div>"
"audio-keyboard-response","153","386862","0.0-10.0-0.70","h04g","","","","","","null","null","audio_projekt/kuehl1500kuehl.wav"
"html-keyboard-response","154","387676","0.0-10.0-1.70","h04g","","","","","","813","q","<div></div>"
"audio-keyboard-response","155","391471","0.0-10.0-0.71","h04g","","","","","","null","null","audio_projekt/tuer1500tour.wav"
"html-keyboard-response","156","394204","0.0-10.0-1.71","h04g","","","","","","2733","p","<div></div>"
"audio-keyboard-response","157","398465","0.0-10.0-0.72","h04g","","","","","","null","null","audio_projekt/stiel1500stiel.wav"
"html-keyboard-response","158","399100","0.0-10.0-1.72","h04g","","","","","","633","q","<div></div>"
"audio-keyboard-response","159","403673","0.0-10.0-0.73","h04g","","","","","","null","null","audio_projekt/spielen1500spulen.wav"
"html-keyboard-response","160","404463","0.0-10.0-1.73","h04g","","","","","","788","p","<div></div>"
"audio-keyboard-response","161","408964","0.0-10.0-0.74","h04g","","","","","","null","null","audio_projekt/spuelen1500spielen.wav"
"html-keyboard-response","162","409631","0.0-10.0-1.74","h04g","","","","","","666","p","<div></div>"
"audio-keyboard-response","163","413403","0.0-10.0-0.75","h04g","","","","","","null","null","audio_projekt/tier1500tier.wav"
"html-keyboard-response","164","413978","0.0-10.0-1.75","h04g","","","","","","575","q","<div></div>"
"audio-keyboard-response","165","417754","0.0-10.0-0.76","h04g","","","","","","null","null","audio_projekt/tour1500tier.wav"
"html-keyboard-response","166","418206","0.0-10.0-1.76","h04g","","","","","","451","p","<div></div>"
"audio-keyboard-response","167","422616","0.0-10.0-0.77","h04g","","","","","","null","null","audio_projekt/segel1500siegel.wav"
"html-keyboard-response","168","423062","0.0-10.0-1.77","h04g","","","","","","444","p","<div></div>"
"audio-keyboard-response","169","427056","0.0-10.0-0.78","h04g","","","","","","null","null","audio_projekt/leder1500leder.wav"
"html-keyboard-response","170","427672","0.0-10.0-1.78","h04g","","","","","","615","q","<div></div>"
"audio-keyboard-response","171","432003","0.0-10.0-0.79","h04g","","","","","","null","null","audio_projekt/siegel1500siegel.wav"
"html-keyboard-response","172","432080","0.0-10.0-1.79","h04g","","","","","","77","q","<div></div>"
"html-keyboard-response","173","440122","0.0-11.0","h04g","","","","","","7239","enter","<h2>Pause</h2><div class=""myDiv""><p>Gut gemacht! Jetzt k&ouml;nnen Sie eine kleine Pause machen.</p></div><div><img src=""pics/coffee.png"" title=""Machen Sie eine Pause..."" width=""150"" height=""150"" class=""center""></div><div style=""height:20px; width:100%""></div><p>Wenn Sie bereit sind, dr&uuml;cken Sie eine beliebige Taste, um fortzufahren.</p>"
"html-keyboard-response","174","457004","0.0-12.0","h04g","","","","","","16880","enter","<h2>Teil 2: Identifikationsaufgabe: Vorbereitung 1</h2><div class=""myDiv""><p>In diesem Teil des Experimentes werden Sie nur ein Wort h&ouml;ren. </p><p>Anschlie&szlig;end werden zwei Bilder gezeigt. W&auml;hlen Sie das Bild aus, das das Wort darstellt.</p><p>Bevor die Aufgabe beginnt, werden die Bilder mit den entsprechenden W&ouml;rtern angezeigt. Sie werden jedes Bild zweimal sehen.</p><p>Dr&uuml;cken Sie bitte eine beliebige Taste, um die Bilder zu sehen.</p>"
"audio-button-response","175","461714","0.0-13.0-0.0-0.0","h04g","","","","","","4501","0","audio_projekt/blueten.wav"
"audio-button-response","176","463696","0.0-13.0-0.0-0.1","h04g","","","","","","1784","0","audio_projekt/beten1.wav"
"audio-button-response","177","465864","0.0-13.0-0.0-0.2","h04g","","","","","","1991","0","audio_projekt/tuer.wav"
"audio-button-response","178","469047","0.0-13.0-0.0-0.3","h04g","","","","","","2987","0","audio_projekt/bluten.wav"
"audio-button-response","179","470881","0.0-13.0-0.0-0.4","h04g","","","","","","1632","0","audio_projekt/buehne.wav"
"audio-button-response","180","472731","0.0-13.0-0.0-0.5","h04g","","","","","","1649","0","audio_projekt/leder.wav"
"audio-button-response","181","474733","0.0-13.0-0.0-0.6","h04g","","","","","","1795","0","audio_projekt/bieten1.wav"
"audio-button-response","182","476398","0.0-13.0-0.0-0.7","h04g","","","","","","1458","0","audio_projekt/spulen.wav"
"audio-button-response","183","478048","0.0-13.0-0.0-0.8","h04g","","","","","","1448","0","audio_projekt/biene.wav"
"audio-button-response","184","479998","0.0-13.0-0.0-0.9","h04g","","","","","","1744","0","audio_projekt/segel.wav"
"audio-button-response","185","482230","0.0-13.0-0.0-0.10","h04g","","","","","","2022","0","audio_projekt/stuhl.wav"
"audio-button-response","186","483615","0.0-13.0-0.0-0.11","h04g","","","","","","1187","0","audio_projekt/tier.wav"
"audio-button-response","187","484865","0.0-13.0-0.0-0.12","h04g","","","","","","1046","0","audio_projekt/treffen2.wav"
"audio-button-response","188","486514","0.0-13.0-0.0-0.13","h04g","","","","","","1449","0","audio_projekt/stiel.wav"
"audio-button-response","189","487831","0.0-13.0-0.0-0.14","h04g","","","","","","1111","0","audio_projekt/siegel.wav"
"audio-button-response","190","489880","0.0-13.0-0.0-0.15","h04g","","","","","","1869","0","audio_projekt/tour.wav"
"audio-button-response","191","495544","0.0-13.0-0.0-0.16","h04g","","","","","","5462","0","audio_projekt/lieder.wav"
"audio-button-response","192","498409","0.0-13.0-0.0-0.17","h04g","","","","","","2662","0","audio_projekt/spuelen2.wav"
"audio-button-response","193","500109","0.0-13.0-0.0-0.18","h04g","","","","","","1496","0","audio_projekt/kiel.wav"
"audio-button-response","194","501524","0.0-13.0-0.0-0.19","h04g","","","","","","1210","0","audio_projekt/kuehl.wav"
"audio-button-response","195","503007","0.0-13.0-0.0-0.20","h04g","","","","","","1279","0","audio_projekt/spielen2.wav"
"audio-button-response","196","505023","0.0-13.0-0.0-0.21","h04g","","","","","","1810","0","audio_projekt/triefen1.wav"
"audio-button-response","197","507372","0.0-13.0-0.1-0.22","h04g","","","","","","2347","0","audio_projekt/blueten.wav"
"audio-button-response","198","508839","0.0-13.0-0.1-0.23","h04g","","","","","","1465","0","audio_projekt/beten1.wav"
"audio-button-response","199","510255","0.0-13.0-0.1-0.24","h04g","","","","","","1414","0","audio_projekt/tuer.wav"
"audio-button-response","200","512420","0.0-13.0-0.1-0.25","h04g","","","","","","2163","0","audio_projekt/bluten.wav"
"audio-button-response","201","513655","0.0-13.0-0.1-0.26","h04g","","","","","","1234","0","audio_projekt/buehne.wav"
"audio-button-response","202","515671","0.0-13.0-0.1-0.27","h04g","","","","","","2013","0","audio_projekt/leder.wav"
"audio-button-response","203","518353","0.0-13.0-0.1-0.28","h04g","","","","","","2680","0","audio_projekt/bieten1.wav"
"audio-button-response","204","520204","0.0-13.0-0.1-0.29","h04g","","","","","","1848","0","audio_projekt/spulen.wav"
"audio-button-response","205","521704","0.0-13.0-0.1-0.30","h04g","","","","","","1498","0","audio_projekt/biene.wav"
"audio-button-response","206","523003","0.0-13.0-0.1-0.31","h04g","","","","","","1298","0","audio_projekt/segel.wav"
"audio-button-response","207","524170","0.0-13.0-0.1-0.32","h04g","","","","","","1164","0","audio_projekt/stuhl.wav"
"audio-button-response","208","525603","0.0-13.0-0.1-0.33","h04g","","","","","","1431","0","audio_projekt/tier.wav"
"audio-button-response","209","527353","0.0-13.0-0.1-0.34","h04g","","","","","","1747","0","audio_projekt/treffen2.wav"
"audio-button-response","210","528670","0.0-13.0-0.1-0.35","h04g","","","","","","1315","0","audio_projekt/stiel.wav"
"audio-button-response","211","529819","0.0-13.0-0.1-0.36","h04g","","","","","","1148","0","audio_projekt/siegel.wav"
"audio-button-response","212","531053","0.0-13.0-0.1-0.37","h04g","","","","","","1232","0","audio_projekt/tour.wav"
"audio-button-response","213","532153","0.0-13.0-0.1-0.38","h04g","","","","","","1097","0","audio_projekt/lieder.wav"
"audio-button-response","214","533452","0.0-13.0-0.1-0.39","h04g","","","","","","1297","0","audio_projekt/spuelen2.wav"
"audio-button-response","215","534686","0.0-13.0-0.1-0.40","h04g","","","","","","1231","0","audio_projekt/kiel.wav"
"audio-button-response","216","535919","0.0-13.0-0.1-0.41","h04g","","","","","","1231","0","audio_projekt/kuehl.wav"
"audio-button-response","217","536953","0.0-13.0-0.1-0.42","h04g","","","","","","1031","0","audio_projekt/spielen2.wav"
"audio-button-response","218","538053","0.0-13.0-0.1-0.43","h04g","","","","","","1098","0","audio_projekt/triefen1.wav"
